"pwsid","pop1990","pop2000","pop2010","cwsPop","under18","age18to34","age35to59","age60to64","over65","Asian","Black","Native","Other","White","Hispanic","d0to24k","d25to49k","d50to74k","d75to100k","d100to125k","d125to150k","d150kmore","built_2010later","built_2000to2009","built_1990to1999","built_1980to1989","built_1970to1979","built_1960to1969","built_1950to1959","built_1940to1949","built_1939early","keep"
"TX1230004",2289,2773,3021,3120,19.33,19.57,34.77,8.18,18.15,0.59,22.05,0.25,1.63,75.48,4.41,13.58,18.1,15.49,16.48,8.69,10.46,17.2,16.23,13.25,21.08,22.7,10.03,6.49,7.17,1.09,1.94,"keep"
"TX1230006",14368,16555,16314,17545,24.57,20.49,34.13,4.37,16.43,3.92,5.98,0.01,2.76,87.32,11.61,11.69,23.41,11.68,16.64,15.15,6.07,15.35,3.26,6.73,9.09,11.43,19.7,25.91,16.36,4.12,3.4,"keep"
"TX1230009",45018,44641,41824,42796,26.58,23.57,30.12,6.71,13.01,7.96,37.62,0.55,3.72,50.15,31.7,36.42,27.62,15.01,8.02,5.93,3.16,3.84,7.53,12.71,10.01,11.02,15.79,16.67,12.74,7.03,6.51,"keep"
"TX1230010",13950,13926,13541,13040,23.62,18.07,33.46,7.38,17.48,2.91,3.62,0.01,5.02,88.44,10.73,15.5,17.28,20.01,14.26,10.85,5.45,16.65,4.19,5.81,8.58,13.2,26.31,18.54,18.18,1.97,3.22,"keep"
"TX1230049",1767,1777,1668,1646,16.33,19.62,35.69,8.66,19.7,0.41,26.64,0.32,1.66,70.97,3.81,26.31,11.53,19.82,17.84,10.27,4.68,9.55,2.77,0.88,11.09,10.66,45.84,26.13,0.73,0,1.9,"keep"
"TX1250001",19129,19104,19390,18949,27.78,23.29,29.23,5.55,14.14,0.71,0.78,0.9,3.52,94.08,85.28,32.33,27.25,15.8,9.48,4.52,4.06,6.56,6.11,8.42,7.4,14.46,23.88,20.86,10.11,4.69,4.07,"keep"
"TX1260001",2520,3542,3896,4600,28.32,17.15,34.5,4.25,15.78,0.02,1.75,0.91,5.72,91.61,18.29,22.31,21.17,17.4,18.9,11.16,3.72,5.34,4.65,26.24,19.64,13.81,16.35,5.77,7.73,3.23,2.58,"keep"
"TX1260002",23412,30271,42538,49089,26.34,20.73,34.33,4.82,13.78,1.54,4.12,0.24,4.02,90.08,12.3,10.4,17.18,19.88,16.46,13.4,8.68,14.01,14.45,30.85,15.64,11.98,15.78,7.64,2.94,0.46,0.26,"keep"
"TX1260003",21675,26478,29984,30573,25.03,24.1,30.26,5.91,14.71,0.79,4.3,0.63,3.06,91.22,25.44,18.9,28.77,20.2,13.22,8.47,4.62,5.82,3.41,11.76,13.94,20.3,20.18,9.96,11.34,3.15,5.95,"keep"
"TX1260004",1182,1291,1491,1753,24.3,22.17,30.47,5.13,17.93,0.34,0.61,0.01,3.03,96,11.98,21.09,22.11,27.06,10.93,11.05,3.56,4.19,6.71,6.95,21.68,8.86,16.89,10.3,10.18,11.62,6.83,"keep"
"TX1260007",757,997,1177,1282,22.2,14.69,40.37,5.23,17.51,0,5.12,1.57,2.75,90.56,17.26,14.02,23.9,13.28,18.84,13.09,6.79,10.07,10.77,19.28,15.29,14.88,14.36,6.66,5.85,4.17,8.74,"keep"
"TX1260008",4700,5731,5852,6310,23.64,27.77,29.37,4.88,14.34,1.51,4.43,0.89,6.92,86.25,28.05,21.71,27.27,18.48,13.16,6.94,5.5,6.94,5.87,13.84,11.79,19.82,30.34,7.59,8.36,1.61,0.78,"keep"
"TX1260018",23119,32830,42645,47645,26.71,21.1,33.73,5.74,12.71,0.84,4.35,0.53,5.01,89.27,22.71,13.57,20.41,18.43,16.45,13.13,5.81,12.21,10.7,25.6,20.48,15.58,16.65,4.43,3.16,1.4,2.01,"keep"
"TX1270001",3357,3242,2986,2500,27.1,19.93,24.21,7.17,21.6,0,5.32,0,12.17,82.51,28.9,34.2,22.76,15.86,13.59,5.66,0.57,7.36,4.51,2.73,5.96,9.88,15.08,14.48,14.22,13.37,19.76,"keep"
"TX1280001",5176,5236,4740,4167,22.64,26.74,31.89,5.12,13.61,0.19,5.1,0,14.32,80.39,62.16,18.61,21.08,24.44,6.84,9.3,3.03,16.7,9.36,6.32,8.46,6.24,22.82,18.14,12.4,12.81,3.45,"keep"
"TX1280002",4875,7060,6936,6454,16.6,34.46,32.29,4.87,11.78,2.26,11.72,0.5,17.71,67.81,62.47,30.92,18.81,20.41,9.1,7.25,3.38,10.14,8.48,4.54,15.96,17.82,11.03,11.29,14.71,6.19,9.99,"keep"
"TX1290002",3251,5141,12878,19122,30.12,22.21,35.1,4.33,8.24,2.05,11.5,0.13,4.82,81.49,18.56,7.58,8.67,18.76,11.74,21.54,11.06,20.65,22.72,45.66,8.87,8.45,8.57,1.68,2.41,0.56,1.08,"keep"
"TX1290003",4665,6309,7281,7322,30.94,19.98,34.15,4.05,10.89,0.01,6.26,0.04,4.04,89.65,37.99,27.53,26.19,16.57,12.3,6.78,3.93,6.69,2.54,9.73,13.58,17.94,19.97,13.94,8.42,3.41,10.46,"keep"
"TX1290006",11472,13123,15431,17500,25.05,22.28,31.71,5.02,15.95,0.32,29.29,0.87,7.08,62.43,23.18,23.9,32.59,18.28,11.77,5.71,2.33,5.41,3.85,17.08,17.25,11.15,10.88,13.23,9.36,5.43,11.78,"keep"
"TX1290007",707,1253,2189,3170,27.43,20.54,34.48,6.66,10.9,0.66,5.85,0.38,4.15,88.97,19.42,13.75,20.93,16.41,14.84,11.28,10.6,12.19,17.77,43.04,19.95,7.78,3.5,3.63,2.36,0.92,1.04,"keep"
"TX1290019",379,646,2054,3285,31.14,22.24,34.33,4.32,7.98,1.66,12.57,0.18,4.56,81.03,19.05,9.46,15.39,15.54,11.24,14.32,13.14,20.91,27.41,45.02,9.43,7.19,2.39,4.99,0.97,1.61,0.99,"keep"
"TX1290038",760,1033,1117,924,23.33,19.77,30.85,5.47,20.58,0.76,3.37,0.32,3.66,91.9,7.97,21.4,25.11,24.02,3.71,7.42,2.84,15.5,9.91,25,22.78,6.36,23.37,4.59,7.99,0,0,"too small"
"TX1300001",6325,9369,13670,18065,24.77,20.32,30.47,6.02,18.43,0.22,0.67,0.25,12.27,86.59,28.99,14.91,20.91,18.3,14.8,7.65,7.1,16.32,14.01,30.77,11.35,18.1,8.98,5.18,2.49,3.23,5.89,"keep"
"TX1300002",1128,1856,2104,2691,19.99,21.13,33.73,4.53,20.62,1.48,0.05,0.57,13.28,84.62,35.5,6.72,20.59,15.58,18.08,9.47,7.03,22.54,7.92,24.2,17.02,18.65,6.33,2.78,8.98,3.67,10.45,"keep"
"TX1330001",15816,18751,21126,22217,21.76,20.65,25.8,6.03,25.77,0.95,2.87,0.2,10.08,85.9,31.12,21.1,30.06,18.38,11.23,6.84,5.29,7.1,5.28,11.61,11.53,18.7,22.29,10.87,9.34,5.13,5.25,"keep"
"TX1340001",2907,2870,2812,2700,28.33,22.75,26.22,6.66,16.04,0,2.25,0,11.49,86.26,30.72,24.6,41.7,12.67,6.4,6.52,3.2,4.92,4.69,2.92,14.44,13.55,12.22,11.6,23.65,9.65,7.26,"keep"
"TX1370001",30069,31260,31916,29947,23.44,38.56,21.78,4.64,11.57,2.8,4.04,0.23,6.09,86.85,75.27,35.68,24.51,11.11,11.71,7.62,4.67,4.7,8.55,9.1,7.29,10.66,17.19,14.58,20.01,9.69,2.93,"keep"
"TX1390013",2191,2945,3422,3240,23.35,18.81,29.54,6.89,21.42,1.12,8.31,0.93,4.29,85.35,2.07,15.03,15.41,21.32,20.12,12.04,9.95,6.13,10.06,13.32,25.78,17.92,20.52,7,0.53,1.73,3.13,"keep"
"TX1410001",5895,6815,6903,7947,26.09,20.43,28.63,6.32,18.53,2.28,4.27,0.59,6.02,86.85,23.75,27.38,22.62,14.05,8.93,14.4,3.13,9.48,7.2,8.64,7.48,12.86,21.2,13.07,16.19,4.05,9.3,"keep"
"TX1420007",61,124,134,141,20.2,27.2,31.85,3.72,17.03,0.16,1.46,0,11.35,87.03,84.09,28.92,27.69,23.38,4.31,0,0,15.69,14.04,11.23,18.56,17.16,0,0,0,12.48,26.52,"too small"
"TX1440001",6172,6991,7322,7428,29.48,22.3,28.14,6.81,13.27,2.2,14.07,0,8.4,75.33,40.99,27.93,25.08,24.09,12.75,2.44,3.26,4.46,11.39,13.84,7,14.01,29.09,8.59,5.89,8.34,1.85,"keep"
"TX1450001",1514,1868,1934,1856,28.53,21.92,24.61,7.49,17.46,0.28,11.27,1.35,1.49,85.6,21.62,26.13,25.42,20.98,7.68,8,5.15,6.65,6.07,10.02,19.28,30.13,15.27,6.54,7.43,4.42,0.83,"too small"
"TX1460001",6242,7767,8123,8230,32.74,20.89,30.73,5.77,9.87,0.62,7.7,0,14.66,77.02,39.5,28.16,34,18.86,8.66,5.07,1.35,3.91,3.05,7.12,12.94,23.79,30.23,14.35,3.33,1.81,3.39,"keep"
"TX1460003",7541,7882,7891,8922,25.43,23.73,33.15,4,13.69,0.39,16.45,1.57,11.17,70.42,20.81,15.23,26.34,27.98,12.56,9.28,1.53,7.08,6.49,13.09,5.99,17.89,18.16,18.03,8.89,3.42,8.05,"keep"
"TX1470004",8323,7659,8006,7626,25.43,25.86,29.49,4.5,14.72,0.69,26.77,1.35,6.17,65.03,34.88,36.09,30.48,17.73,6.76,2.66,1.33,4.97,5.9,6.65,11.59,10.09,18.44,18.59,6.3,3.2,19.24,"keep"
"TX1490001",2457,2567,2525,2570,24.92,18.95,22.88,8.06,25.19,0.79,0.62,0,0.92,97.67,51.56,23.74,26.69,17.76,15.94,3.47,4.25,8.15,14.62,7.17,6.59,16.71,27.69,16.76,4.1,3.99,2.37,"keep"
"TX1500001",3024,3294,3287,3422,22.05,22.38,26.22,4.39,24.97,0,0.57,5.42,12.97,81.03,22.73,25.81,31.24,13.67,16.38,4.5,1.87,6.54,11.31,9.59,13.17,9.03,20.62,5.03,8.83,6.69,15.72,"keep"
"TX1500002",235,420,663,747,8.81,5.31,17.11,13.42,55.34,0.24,0,0,3.42,96.34,8.22,17.77,10.77,15.95,4.15,14.4,3.11,33.85,9.73,26.56,23.37,21.73,11.08,6.75,0.78,0,0,"too small"
"TX1500010",987,1398,1416,1918,10.51,7.61,31.54,7.82,42.52,0.21,0.16,0,1.97,97.67,4.76,7.09,25.18,19.56,12.47,5.13,11.74,18.83,6.23,20.3,11.33,12.56,20.68,23.32,4.72,0.38,0.47,"keep"
"TX1500012",5486,8534,10137,10833,16.43,19.1,22.88,8.83,32.76,0.65,1.66,1.49,5.09,91.12,11.05,21.27,32.26,16.15,7.96,9.21,5.16,8,7.74,22.96,21.4,15.27,17.85,8.31,6.33,0.05,0.08,"keep"
"TX1500015",4489,8161,10412,10725,14.11,11.34,26.26,10.72,37.57,0.49,0.54,0.16,6.99,91.82,16.48,15.8,19.66,20.46,11.79,13.78,1.03,17.48,7.6,20.43,18.86,29.21,18.14,4.5,0.81,0,0.47,"keep"
"TX1520002",191765,208043,240871,266263,23.68,32.76,27.11,4.81,11.65,2.42,7.43,1.06,8.02,81.07,35.49,25.06,24.92,16.72,11.98,8.05,4.88,8.38,8.06,14,11.63,13.94,18.76,13.87,13.04,4.24,2.46,"keep"
"TX1520003",1911,2497,2769,2950,29.56,19.61,32.06,5.04,13.73,0,1.45,1.38,5.33,91.84,27.43,18.38,17.16,17.55,14.07,5.99,6.78,20.07,13.1,16.09,23.01,12.86,13.47,5.38,9.06,2.22,4.81,"keep"
"TX1520004",6368,6470,6504,6052,25.95,19.23,25.3,9.48,20.04,0.02,2.92,0.36,9.02,87.69,41.21,27.28,30.88,18.52,11.66,4.88,1.45,5.32,1.66,4.76,4.18,9.33,18.2,16.84,11.15,15.41,18.47,"keep"
"TX1520005",1304,1965,3636,5214,29.57,19.84,32.54,7.63,10.41,0.49,1.31,0.08,10.63,87.49,29.01,15.23,20.31,23.31,13.41,13.41,2.21,12.11,8.8,19.48,16.67,23.36,19.01,7.63,3.87,1.06,0.12,"keep"
"TX1520015",470,626,625,794,23.09,26.37,31.09,5.19,14.27,0,6.5,2.44,9.14,81.92,41.85,27.24,18.01,23.87,15.16,10.77,2.79,2.17,2.25,12.91,17.97,15.47,12.06,9.86,17.62,6.16,5.71,"too small"
"TX1530002",2903,2981,2695,2585,29.53,21.7,24.79,6.31,17.67,0.04,1.76,0.31,10.65,87.23,56.37,41.14,24.86,6.16,10.78,6.49,4.51,6.05,0.94,1.72,1.46,6.6,20.93,28.47,20.5,4.29,15.09,"keep"
"TX1540001",5967,5569,5626,5371,22.78,21.31,30.23,6.27,19.41,0.98,1.42,0.36,15.87,81.37,36.05,33.24,24.38,20.08,9.54,4.7,5.24,2.82,1.86,3.48,2.82,8.92,11.54,15.57,7.36,15.93,32.51,"keep"
"TX1550001",8355,9553,9234,10052,28.26,26.13,27.37,6.85,11.39,0.57,22.97,1.43,3.93,71.1,34.62,30.07,32.74,22.38,8.24,4.56,1.38,0.63,2.74,7.56,15.06,22.09,15.69,14.11,14.48,6.33,1.96,"keep"
"TX1550004",3486,4075,5139,5600,26.42,18.16,31.04,8.4,15.98,1.73,4.56,0.32,3.37,90.01,30.46,13.12,33.73,24.1,7.76,7.9,2.28,11.11,5.59,4.54,8.15,11.18,20.84,10.36,16.07,9.43,13.85,"keep"
"TX1550005",1838,2021,2075,2200,32.62,20.77,26.14,6.65,13.81,0.18,23.95,0,2.02,73.86,18.39,19.59,32.9,15.75,12.75,8.06,2.44,8.53,2.21,9.36,14.84,8.68,16.74,11.49,17.66,8.83,10.2,"keep"
"TX1550008",97774,109032,120789,130194,24.88,30.77,26.47,4.9,12.98,1.8,19.66,0.36,6.09,72.09,33.15,32.3,27.2,15.88,9.13,6.24,3.37,5.87,7.6,10.11,7.69,11.06,21.27,13.49,16.96,5.6,6.23,"keep"
"TX1550009",2759,2996,2934,2850,20.43,22.73,26.3,6.01,24.53,0.44,6.42,0,1.67,91.48,11.75,23.22,24.63,16.61,15.76,10.7,6.76,2.32,5.58,8.88,8.34,9.3,7.26,9.24,16.03,12.61,22.75,"keep"
"TX1550010",6689,7801,10114,12450,30,19.29,30.32,6.22,14.17,0.48,6.04,0.13,6.18,87.18,19.89,12.29,19.61,19.43,12.21,13.82,8.58,14.06,9.95,17.8,12.28,18.26,20.63,9.49,7.68,2.76,1.14,"keep"
"TX1550016",1307,1564,1621,1725,27.39,16.51,30.46,8.85,16.79,0,0.87,0.47,3.21,95.46,7.77,17.65,20.76,16.19,12.18,12.53,10.59,10.1,7.99,20.43,15.87,24.99,13.56,8.41,3.97,0.95,3.85,"keep"
"TX1550017",1632,1953,2146,2136,20.53,17.26,37.4,6.17,18.65,0.33,2.77,2.08,1.48,93.34,9.5,12.07,25.03,21.29,15.08,10.1,5.78,10.64,9.28,17.66,13.9,17.69,15.51,8.8,8.8,2.22,6.16,"keep"
"TX1550021",989,1314,1853,1905,27.72,17.59,33.49,5.86,15.33,1.25,3.86,0.25,3.19,91.45,12.13,12.31,13.52,23.67,10.53,12.35,9.45,18.16,10.96,25.47,12.71,18.09,19.27,1.71,7.42,2.32,2.04,"keep"
"TX1550022",523,584,612,591,23.21,22.76,26.66,5.89,21.47,0.26,5.99,0.29,2.73,90.72,16.6,21.11,20.72,16.59,16.15,12.91,7.85,4.66,7.38,15.23,15.54,9.55,8.13,6.43,12.86,9.27,15.62,"keep"
"TX1550023",655,835,953,936,26.83,15.8,31.84,8.78,16.74,0.84,3.13,0.89,2.15,92.98,16.18,9.49,17.61,14.01,16.34,12.6,7.07,22.88,9.38,14.7,16.48,15.49,13.91,10.41,11.82,2.52,5.28,"keep"
"TX1550024",3877,5187,5893,5769,23.63,18.24,34.16,6.78,17.18,0.58,1.71,0.25,4.55,92.91,14.91,13.02,16.13,22.93,18.11,13.15,5.16,11.5,5.31,21.14,18.34,24.57,12.74,3.83,4.11,4.74,5.2,"keep"
"TX1550025",1260,1399,1696,1917,25.41,20.42,31.33,7.9,14.94,0.1,9.42,0.36,2.91,87.2,13.24,17.03,21.44,16.59,11.16,12.73,8.71,12.33,7.08,19.53,18.6,20.21,13.26,7.5,7.97,3.09,2.75,"keep"
"TX1550027",1549,1795,1768,1680,25.72,18.72,28.95,8.44,18.17,0.31,4.73,0.22,4.07,90.68,11.82,16.44,27.76,14.11,7.72,15.51,7.92,10.52,5.79,21.23,9.08,24.91,10.33,6.24,14.47,2.38,5.56,"keep"
"TX1550028",2372,2972,3344,3252,20.12,16.83,38.29,5.93,18.83,0.38,2.19,2.38,1.31,93.74,8.54,11.21,24.98,21.88,14.25,9.81,5.89,11.98,9.17,17.24,13.99,20.2,15.67,8.39,8.31,2.14,4.9,"keep"
"TX1550031",8508,11187,14534,16417,23.75,21.53,34.07,4.93,15.72,3.84,9.92,0.24,3.6,82.4,18.78,10.94,16.79,21.91,15.88,12.87,9.24,12.37,8.67,22.37,21.13,25.53,18.92,2.47,0.91,0,0,"keep"
"TX1550033",5389,6293,6064,6611,28.68,26.47,27.31,5.04,12.5,1.73,23.24,0.6,3.92,70.5,28.62,33.52,33.11,12.96,11.22,2.09,4.18,2.91,3.75,7.42,13.23,19.66,18.68,18.45,14.39,2.32,2.1,"keep"
"TX1550035",1804,2061,2227,2379,26.94,18.61,32.61,7.49,14.36,0.8,3.28,0.07,6.12,89.73,16.01,14.2,23.56,17.49,12.78,11.7,6.79,13.49,7.58,17.57,17.78,19.64,17.78,6.44,6.15,4.65,2.4,"keep"
"TX1550036",848,1183,1607,1776,25.62,18.02,35.55,6.1,14.71,1.12,0.34,0.13,4.46,93.95,12.47,18.83,21.43,10.39,14.07,9.96,9.74,15.58,6.63,13.25,19.88,21.74,24.84,3.31,4.14,1.66,4.55,"keep"
"TX1550040",1119,1325,1292,1308,25.6,16.39,37.05,6.95,14.01,0,8.23,0.79,2.79,88.18,12.65,13.54,28.59,23.07,12.74,10.13,5.52,6.42,10.53,11.15,18.29,19.89,11.86,3.75,4.82,7.85,11.86,"keep"
"TX1550048",6876,7844,8542,8500,21.69,16,25.06,6.74,30.52,2.23,6.04,0.2,2.51,89.02,14.17,11.69,15.01,18.12,18.06,13.8,4.02,19.3,4.3,8.01,7.76,27.61,28.14,15.04,8.48,0.66,0,"keep"
"TX1570001",3886,4331,4761,4672,28.87,19.58,27.85,8.03,15.66,5.36,19.9,0.15,8.67,65.91,26.76,26.23,21.53,27.74,4.42,6.02,2.77,11.28,3.14,10.44,17.28,18.1,15.51,18.1,9.66,2.87,4.91,"keep"
"TX1590001",2209,2155,2192,2492,32.9,18.93,32.46,4.2,11.51,0,1.23,0,21.28,77.49,49.35,12.7,26.5,17.95,9.91,11.77,2.03,19.14,2.53,23.25,1.44,14.95,13.36,20.87,16.75,4.26,2.6,"keep"
"TX1600001",1889,2064,2082,2114,28.05,15.79,30.08,6.59,19.49,3.16,0.07,2.83,9.42,84.51,27.41,30.31,33.94,15.23,4.81,5.37,1.42,8.92,4.31,13.75,9.05,6,13.21,14.86,9.58,5.76,23.48,"keep"
"TX1610001",18059,18258,17489,17614,27.36,21.57,29.57,5.88,15.63,0.75,13.36,0.26,23.05,62.58,48.31,25.68,25.31,15.5,16.83,4.49,3.16,9.03,1.36,4.24,7.72,19.34,24.16,17.9,14.48,4.7,6.1,"keep"
"TX1610004",5879,6444,6028,5601,27.8,21.98,30.98,6.87,12.37,9.49,2.41,0.37,14.36,73.36,59.3,28.48,23.74,18.8,11.31,9.17,5.25,3.26,8.12,14.84,7.93,7.58,21.13,17.79,9.36,6.29,6.95,"keep"
"TX1620001",36412,47851,54027,58893,32.06,24.79,27.38,4.25,11.52,1.08,0.47,1.08,4.36,93.01,94.57,34.98,23.14,17.01,11.61,5.65,3.8,3.8,7.78,20.06,16.19,20.62,14.35,10.57,5.82,1.9,2.72,"keep"
"TX1630002",6330,8362,9500,10542,23.27,24.16,30.26,6.52,15.8,1.18,4.37,0.46,6.37,87.62,53.35,23.65,26.46,16.55,14.98,8.67,6.76,2.93,0.1,8.37,21.98,15.56,22.57,9.63,10.89,7.49,3.4,"keep"
"TX1630005",1204,1869,2248,3028,24.02,19.66,34.1,6.11,16.1,0.35,2.16,0.99,5.41,91.09,46.54,19.01,17.73,18.91,14.12,6.17,5.88,18.18,7.56,19.05,25.12,22.88,8.64,6.83,4.22,2.41,3.29,"keep"
"TX1630006",3135,3535,3634,4350,27.19,18.89,31.31,8.06,14.55,0.86,0.13,0,6.05,92.97,51.67,33.73,18.53,12.27,8.13,10.36,7.51,9.47,5.89,10.91,9.7,11.25,17.53,13.69,10.53,9.32,11.18,"keep"
"TX1630009",716,1436,1724,1818,22.36,25.93,31.16,5.66,14.89,0,1.8,0,4.79,93.4,74.73,17.12,21.66,14.18,18.55,11.07,10.59,6.82,14.61,22.68,33.91,11.17,4.63,4.44,3.1,0.1,5.35,"keep"
"TX1630034",9973,13698,16199,18373,26.81,22.05,31.6,6.35,13.19,0.22,0.44,0.22,4.68,94.44,69.57,22.87,22.3,19.43,11.49,11.5,4.76,7.66,12.57,21.66,22.35,14.97,9.64,5.94,5.01,2.55,5.31,"keep"
"TX1650001",85524,92274,108134,133052,27.6,26.44,30.72,4.95,10.3,2.24,6.98,0.49,8.6,81.69,43.2,14.21,17.26,17.45,13.63,9.46,8.38,19.6,10.18,8.61,14.12,18.88,12.16,11.9,19.31,3.21,1.63,"keep"
"TX1660002",5210,5504,5380,5595,27.63,24.12,26.39,5.62,16.24,0.58,12.41,0.32,1.62,85.06,35.32,24.43,26.4,21.69,16.21,3.16,4.89,3.22,2.6,14.66,11.54,13.05,15.39,13.16,25.33,2.03,2.24,"keep"
"TX1660014",618,581,648,576,25.58,19.44,27.24,4.64,23.1,0.41,18.17,0.52,3.9,77,24.25,40.36,18.67,23.49,1.69,4.34,1.69,9.76,0,15.94,10.1,10.1,9.3,24.8,18.6,5.05,6.11,"keep"
"TX1680001",3783,4686,4445,4001,18.96,35.1,28.09,3.07,14.78,0.51,11.5,2.2,8.58,77.22,43.75,21.25,35.32,11.09,22.67,5.26,1.92,2.49,0.14,1.11,3.91,8.51,7.49,12.47,23.97,20.06,22.33,"keep"
"TX1690006",999,1180,1246,1080,19.92,17.82,28.54,9.92,23.81,0,0.22,1.65,0.54,97.59,1.47,25.98,25.78,12.84,13.56,8.07,3.21,10.56,4.03,12.21,23.17,12.08,17.23,10.96,7.33,2.97,10.03,"keep"
"TX1700001",25904,35983,54376,73875,25.9,25.81,30.24,5.13,12.92,2.53,6.32,0.53,4.63,85.98,31.28,17.25,24.38,20.07,11.8,9.66,4.13,12.72,18.58,26.63,12.38,15.43,16.93,5.58,3.36,0.86,0.27,"keep"
"TX1700002",686,749,1810,2957,20.99,24.56,29.41,6.36,18.68,7.15,7.13,0.39,4.9,80.43,19.37,10.2,16,17.04,11,11.33,6.58,27.83,39.69,37.08,9.37,3.5,7.55,2.22,0.28,0,0.31,"keep"
"TX1700005",356,594,772,978,26.98,14.69,36.91,7.25,14.17,0.88,2.15,0.63,2,94.33,10.52,13.69,10.97,7.05,18.01,12.57,9.53,28.18,31.56,20.46,18.3,14.48,7.71,6.27,0,1.22,0,"keep"
"TX1700011",374,911,1293,1596,20.57,16.61,29.15,8.49,25.18,2.94,1.73,0.12,0.88,94.33,8.67,8.62,24.68,18.83,14.82,19.13,5.4,8.52,14.4,29.74,18.11,17.79,19.96,0,0,0,0,"keep"
"TX1700020",464,761,1591,1985,27.31,19.62,31.77,7.29,14.01,0.54,1.72,0.67,8.5,88.57,18.74,12.06,15.64,13.84,18.61,9.19,8.04,22.63,25.76,32.06,19.06,13.21,5.25,2.44,0.64,0.39,1.2,"keep"
"TX1700022",489,884,1484,1650,24.53,13.74,35.9,7.7,18.12,1.05,4.01,0.52,1.72,92.7,9.66,14.98,13.13,11.81,13.76,10.49,11.04,24.78,21.85,32.39,16.5,12.93,11.77,2.38,0.86,0.71,0.61,"keep"
"TX1700025",1483,1750,2833,3600,26.82,26.92,30.03,3.9,12.33,2.72,12.2,0,3.88,81.19,27.81,9.77,16.28,12.65,15.81,13.4,11.72,20.37,1.6,13.68,9.33,10.21,38.37,25.22,1.6,0,0,"keep"
"TX1700026",1170,1507,2141,2800,20.57,16.61,29.15,8.49,25.18,2.94,1.73,0.12,0.88,94.33,8.67,17.23,19.63,24.19,8.57,15.71,4.53,10.14,14.58,31.02,6.61,17.18,24.66,4.71,0,0,1.24,"keep"
"TX1700283",1336,1497,1883,1815,24.52,16.79,31.91,7.18,19.59,7.2,2.51,0,2.68,87.61,14.51,3.95,10.45,18.12,15.45,14.23,13.47,24.33,1.66,25.33,21.97,7.7,35.65,6.25,0.8,0.64,0,"keep"
"TX1700578",621,1117,1662,2142,26.16,21.04,33.78,5.87,13.15,0.42,2.37,1.06,5.6,90.54,19.02,12.7,20.09,18.53,13.5,8.43,7.87,18.89,13.86,32.29,18.5,8.48,14.33,9.8,2.17,0.57,0,"keep"
"TX1700773",3,3,2620,6621,35.04,17.86,36.85,4.41,5.84,7.35,9.35,0.78,5.87,76.64,14.33,4.35,1.44,6.07,12,12.45,9.36,54.34,46.31,50.02,1.01,0.55,0,0.42,1.41,0,0.29,"keep"
"TX1700837",1,1,548,1926,35.04,17.86,36.85,4.41,5.84,7.35,9.35,0.78,5.87,76.64,14.33,2.65,0,1.14,9.15,9.8,6.45,70.8,51.81,42.94,0.71,1.27,0,0,3.26,0,0,"too small"
"TX1710001",13685,14677,15823,14985,32.79,21.72,30.78,4.08,10.63,7.6,3.07,0.59,14.67,74.07,53.33,16.03,19.64,27.41,16.85,11.16,3.99,4.92,3.45,6.05,10.28,12.81,20.34,20.77,21.07,3.61,1.61,"keep"
"TX1720013",2013,2161,2306,2010,17.93,16.56,32.04,8.61,24.86,0.45,18.6,0.41,8.39,72.14,10.25,19.48,36.81,24.97,6.89,3.23,3.23,5.38,5,11.37,17.55,7.75,25.88,11.08,18.43,1.37,1.57,"keep"
"TX1740002",1168,1205,1261,1403,24.74,15.07,37.04,4.47,18.68,0.73,20.53,0.14,2.14,76.45,6.91,32.47,17.68,15.9,12.43,9.69,3.18,8.65,12.59,14.27,12.1,16,11.29,13.4,6.51,5.09,8.75,"keep"
"TX1740003",41091,43614,47677,48303,20.94,42.44,21.06,4.6,10.96,2.48,25.7,0.77,3.09,67.97,19.75,40.42,23.82,15.35,7.71,4.93,2.38,5.38,5.75,15.7,10.74,23.4,17.78,10.52,10.5,2.49,3.12,"keep"
"TX1740005",3300,4184,4507,4514,23.32,15.9,33.3,6.9,20.58,0.75,10.3,0.01,2.66,86.28,12.44,18.26,19.19,16.74,13.39,11.87,7.38,13.17,9.17,18.69,18.14,20.04,14.99,7.53,2.86,3.68,4.91,"keep"
"TX1740006",2176,2537,2672,2862,21.47,15.91,35.28,6.07,21.28,0.4,4.46,2.17,2.78,90.19,7.71,22.65,24.31,18.23,12.85,10.77,4.14,7.04,4.73,23.32,16.91,15.86,16.18,9.24,3.05,3.26,7.46,"keep"
"TX1750001",858,899,957,821,28,16.11,29.47,7.82,18.6,0,3.33,0.23,10.02,86.41,10.48,24.49,19.9,24.74,13.27,2.81,2.04,12.76,1.65,15.64,7.82,7.2,13.37,11.32,14.61,6.79,21.6,"too small"
"TX1750002",20022,22279,23066,23770,27.24,21.39,30.81,5.04,15.52,0.59,13.22,2.25,12.88,71.06,33.03,26.77,29.12,16.27,10.75,7.35,3.67,6.07,2.64,6.04,9.81,15.3,18.8,16.13,12.1,8.57,10.6,"keep"
"TX1750003",889,1082,1050,803,20.46,18.27,32.39,8.63,20.24,0.53,4.96,0.35,3.11,91.05,10.33,30.61,30.04,15.21,10.84,3.99,3.99,5.32,5.08,9.75,17.66,6.78,17.23,17.66,4.66,2.97,18.22,"too small"
