"pwsid","year","unemploy_rate"
"PA1090130",2014,5.24
"PA1090130",2016,4.61
"PA1090130",2018,3.72
"PA1090130",2020,6.66
"PA1090130",2021,5.72
"PA1090131",1990,4.29
"PA1090131",1992,7.39
"PA1090131",1994,5.29
"PA1090131",1996,4.52
"PA1090131",1998,3.6
"PA1090131",2000,3.38
"PA1090131",2002,4.85
"PA1090131",2004,4.59
"PA1090131",2006,3.87
"PA1090131",2008,4.71
"PA1090131",2010,7.63
"PA1090131",2012,7.18
"PA1090131",2014,5.24
"PA1090131",2016,4.61
"PA1090131",2018,3.72
"PA1090131",2020,6.66
"PA1090131",2021,5.72
"PA1090160",1990,4.29
"PA1090160",1992,7.39
"PA1090160",1994,5.29
"PA1090160",1996,4.52
"PA1090160",1998,3.6
"PA1090160",2000,3.38
"PA1090160",2002,4.85
"PA1090160",2004,4.59
"PA1090160",2006,3.87
"PA1090160",2008,4.71
"PA1090160",2010,7.63
"PA1090160",2012,7.18
"PA1090160",2014,5.24
"PA1090160",2016,4.61
"PA1090160",2018,3.72
"PA1090160",2020,6.66
"PA1090160",2021,5.72
"PA1150026",1990,3.27
"PA1150026",1992,5.35
"PA1150026",1994,4.05
"PA1150026",1996,3.37
"PA1150026",1998,2.71
"PA1150026",2000,3.01
"PA1150026",2002,4.1
"PA1150026",2004,3.75
"PA1150026",2006,3.33
"PA1150026",2008,3.92
"PA1150026",2010,6.25
"PA1150026",2012,5.62
"PA1150026",2014,4.15
"PA1150026",2016,3.87
"PA1150026",2018,3.14
"PA1150026",2020,5.16
"PA1150026",2021,4.7
"PA1150035",1990,3.27
"PA1150035",1992,5.35
"PA1150035",1994,4.05
"PA1150035",1996,3.37
"PA1150035",1998,2.71
"PA1150035",2000,3.01
"PA1150035",2002,4.1
"PA1150035",2004,3.75
"PA1150035",2006,3.33
"PA1150035",2008,3.92
"PA1150035",2010,6.25
"PA1150035",2012,5.62
"PA1150035",2014,4.15
"PA1150035",2016,3.87
"PA1150035",2018,3.14
"PA1150035",2020,5.16
"PA1150035",2021,4.7
"PA1150066",1990,3.27
"PA1150066",1992,5.35
"PA1150066",1994,4.05
"PA1150066",1996,3.37
"PA1150066",1998,2.71
"PA1150066",2000,3.01
"PA1150066",2002,4.1
"PA1150066",2004,3.75
"PA1150066",2006,3.33
"PA1150066",2008,3.92
"PA1150066",2010,6.25
"PA1150066",2012,5.62
"PA1150066",2014,4.15
"PA1150066",2016,3.87
"PA1150066",2018,3.14
"PA1150066",2020,5.16
"PA1150066",2021,4.7
"PA1150077",1990,3.64
"PA1150077",1992,5.94
"PA1150077",1994,4.65
"PA1150077",1996,3.73
"PA1150077",1998,3.02
"PA1150077",2000,3.08
"PA1150077",2002,4.44
"PA1150077",2004,4.02
"PA1150077",2006,3.48
"PA1150077",2008,4.16
"PA1150077",2010,6.68
"PA1150077",2012,6.08
"PA1150077",2014,4.46
"PA1150077",2016,4.03
"PA1150077",2018,3.3
"PA1150077",2020,5.85
"PA1150077",2021,5.08
"PA1150089",1990,3.27
"PA1150089",1992,5.35
"PA1150089",1994,4.05
"PA1150089",1996,3.37
"PA1150089",1998,2.71
"PA1150089",2000,3.01
"PA1150089",2002,4.1
"PA1150089",2004,3.75
"PA1150089",2006,3.33
"PA1150089",2008,3.92
"PA1150089",2010,6.25
"PA1150089",2012,5.62
"PA1150089",2014,4.15
"PA1150089",2016,3.87
"PA1150089",2018,3.14
"PA1150089",2020,5.16
"PA1150089",2021,4.7
"PA1150098",1990,3.27
"PA1150098",1992,5.35
"PA1150098",1994,4.05
"PA1150098",1996,3.37
"PA1150098",1998,2.71
"PA1150098",2000,3.01
"PA1150098",2002,4.1
"PA1150098",2004,3.75
"PA1150098",2006,3.33
"PA1150098",2008,3.92
"PA1150098",2010,6.25
"PA1150098",2012,5.62
"PA1150098",2014,4.15
"PA1150098",2016,3.87
"PA1150098",2018,3.14
"PA1150098",2020,5.16
"PA1150098",2021,4.7
"PA1150106",1990,3.75
"PA1150106",1992,5.05
"PA1150106",1994,3.91
"PA1150106",1996,3.36
"PA1150106",1998,2.79
"PA1150106",2000,2.9
"PA1150106",2002,4.02
"PA1150106",2004,3.8
"PA1150106",2006,3.42
"PA1150106",2008,4.09
"PA1150106",2010,6.87
"PA1150106",2012,6.07
"PA1150106",2014,4.38
"PA1150106",2016,3.99
"PA1150106",2018,3.25
"PA1150106",2020,5.34
"PA1150106",2021,5.04
"PA1150108",1990,3.27
"PA1150108",1992,5.35
"PA1150108",1994,4.05
"PA1150108",1996,3.37
"PA1150108",1998,2.71
"PA1150108",2000,3.01
"PA1150108",2002,4.1
"PA1150108",2004,3.75
"PA1150108",2006,3.33
"PA1150108",2008,3.92
"PA1150108",2010,6.25
"PA1150108",2012,5.62
"PA1150108",2014,4.15
"PA1150108",2016,3.87
"PA1150108",2018,3.14
"PA1150108",2020,5.16
"PA1150108",2021,4.7
"PA1150109",1990,3.27
"PA1150109",1992,5.35
"PA1150109",1994,4.05
"PA1150109",1996,3.37
"PA1150109",1998,2.71
"PA1150109",2000,3.01
"PA1150109",2002,4.1
"PA1150109",2004,3.75
"PA1150109",2006,3.33
"PA1150109",2008,3.92
"PA1150109",2010,6.25
"PA1150109",2012,5.62
"PA1150109",2014,4.15
"PA1150109",2016,3.87
"PA1150109",2018,3.14
"PA1150109",2020,5.16
"PA1150109",2021,4.7
"PA1150137",1990,3.27
"PA1150137",1992,5.35
"PA1150137",1994,4.05
"PA1150137",1996,3.37
"PA1150137",1998,2.71
"PA1150137",2000,3.01
"PA1150137",2002,4.1
"PA1150137",2004,3.75
"PA1150137",2006,3.33
"PA1150137",2008,3.92
"PA1150137",2010,6.25
"PA1150137",2012,5.62
"PA1150137",2014,4.15
"PA1150137",2016,3.87
"PA1150137",2018,3.14
"PA1150137",2020,5.16
"PA1150137",2021,4.7
"PA1150166",1990,3.64
"PA1150166",1992,5.94
"PA1150166",1994,4.65
"PA1150166",1996,3.73
"PA1150166",1998,3.02
"PA1150166",2000,3.08
"PA1150166",2002,4.44
"PA1150166",2004,4.02
"PA1150166",2006,3.48
"PA1150166",2008,4.16
"PA1150166",2010,6.68
"PA1150166",2012,6.08
"PA1150166",2014,4.46
"PA1150166",2016,4.03
"PA1150166",2018,3.3
"PA1150166",2020,5.85
"PA1150166",2021,5.08
"PA1150185",1990,3.27
"PA1150185",1992,5.35
"PA1150185",1994,4.05
"PA1150185",1996,3.37
"PA1150185",1998,2.71
"PA1150185",2000,3.01
"PA1150185",2002,4.1
"PA1150185",2004,3.75
"PA1150185",2006,3.33
"PA1150185",2008,3.92
"PA1150185",2010,6.25
"PA1150185",2012,5.62
"PA1150185",2014,4.15
"PA1150185",2016,3.87
"PA1150185",2018,3.14
"PA1150185",2020,5.16
"PA1150185",2021,4.7
"PA1150197",1990,3.27
"PA1150197",1992,5.35
"PA1150197",1994,4.05
"PA1150197",1996,3.37
"PA1150197",1998,2.71
"PA1150197",2000,3.01
"PA1150197",2002,4.1
"PA1150197",2004,3.75
"PA1150197",2006,3.33
"PA1150197",2008,3.92
"PA1150197",2010,6.25
"PA1150197",2012,5.62
"PA1150197",2014,4.15
"PA1150197",2016,3.87
"PA1150197",2018,3.14
"PA1150197",2020,5.16
"PA1150197",2021,4.7
"PA1150206",1990,3.27
"PA1150206",1992,5.35
"PA1150206",1994,4.05
"PA1150206",1996,3.37
"PA1150206",1998,2.71
"PA1150206",2000,3.01
"PA1150206",2002,4.1
"PA1150206",2004,3.75
"PA1150206",2006,3.33
"PA1150206",2008,3.92
"PA1150206",2010,6.25
"PA1150206",2012,5.62
"PA1150206",2014,4.15
"PA1150206",2016,3.87
"PA1150206",2018,3.14
"PA1150206",2020,5.16
"PA1150206",2021,4.7
"PA1230004",1990,3.84
"PA1230004",1992,5.81
"PA1230004",1994,4.51
"PA1230004",1996,3.95
"PA1230004",1998,3.21
"PA1230004",2000,3.2
"PA1230004",2002,4.39
"PA1230004",2004,4.24
"PA1230004",2006,3.71
"PA1230004",2008,4.39
"PA1230004",2010,7.26
"PA1230004",2012,6.63
"PA1230004",2014,4.78
"PA1230004",2016,4.29
"PA1230004",2018,3.5
"PA1230004",2020,6.14
"PA1230004",2021,5.58
"PA1230012",1990,3.98
"PA1230012",1992,7.01
"PA1230012",1994,5.46
"PA1230012",1996,4.93
"PA1230012",1998,3.91
"PA1230012",2000,3.72
"PA1230012",2002,5.06
"PA1230012",2004,5.04
"PA1230012",2006,4.28
"PA1230012",2008,4.98
"PA1230012",2010,8
"PA1230012",2012,7.7
"PA1230012",2014,5.52
"PA1230012",2016,4.86
"PA1230012",2018,3.97
"PA1230012",2020,7.64
"PA1230012",2021,6.61
"PA1460020",1990,3.84
"PA1460020",1992,6.27
"PA1460020",1994,4.98
"PA1460020",1996,3.93
"PA1460020",1998,3.2
"PA1460020",2000,3.12
"PA1460020",2002,4.64
"PA1460020",2004,4.19
"PA1460020",2006,3.57
"PA1460020",2008,4.31
"PA1460020",2010,6.95
"PA1460020",2012,6.36
"PA1460020",2014,4.65
"PA1460020",2016,4.13
"PA1460020",2018,3.41
"PA1460020",2020,6.28
"PA1460020",2021,5.32
"PA1460022",1990,3.84
"PA1460022",1992,6.27
"PA1460022",1994,4.98
"PA1460022",1996,3.93
"PA1460022",1998,3.2
"PA1460022",2000,3.12
"PA1460022",2002,4.64
"PA1460022",2004,4.19
"PA1460022",2006,3.57
"PA1460022",2008,4.31
"PA1460022",2010,6.95
"PA1460022",2012,6.36
"PA1460022",2014,4.65
"PA1460022",2016,4.13
"PA1460022",2018,3.41
"PA1460022",2020,6.28
"PA1460022",2021,5.32
"PA1460028",1990,4.04
"PA1460028",1992,6.77
"PA1460028",1994,5.12
"PA1460028",1996,4.2
"PA1460028",1998,3.38
"PA1460028",2000,3.23
"PA1460028",2002,4.73
"PA1460028",2004,4.37
"PA1460028",2006,3.71
"PA1460028",2008,4.49
"PA1460028",2010,7.25
"PA1460028",2012,6.72
"PA1460028",2014,4.91
"PA1460028",2016,4.34
"PA1460028",2018,3.54
"PA1460028",2020,6.45
"PA1460028",2021,5.49
"PA1460033",1990,4.04
"PA1460033",1992,6.77
"PA1460033",1994,5.12
"PA1460033",1996,4.2
"PA1460033",1998,3.38
"PA1460033",2000,3.23
"PA1460033",2002,4.73
"PA1460033",2004,4.37
"PA1460033",2006,3.71
"PA1460033",2008,4.49
"PA1460033",2010,7.25
"PA1460033",2012,6.72
"PA1460033",2014,4.91
"PA1460033",2016,4.34
"PA1460033",2018,3.54
"PA1460033",2020,6.45
"PA1460033",2021,5.49
"PA1460034",1990,4.04
"PA1460034",1992,6.77
"PA1460034",1994,5.12
"PA1460034",1996,4.2
"PA1460034",1998,3.38
"PA1460034",2000,3.23
"PA1460034",2002,4.73
"PA1460034",2004,4.37
"PA1460034",2006,3.71
"PA1460034",2008,4.49
"PA1460034",2010,7.25
"PA1460034",2012,6.72
"PA1460034",2014,4.91
"PA1460034",2016,4.34
"PA1460034",2018,3.54
"PA1460034",2020,6.45
"PA1460034",2021,5.49
"PA1460037",1990,4.3
"PA1460037",1992,6.41
"PA1460037",1994,4.97
"PA1460037",1996,4.09
"PA1460037",1998,3.55
"PA1460037",2000,3.37
"PA1460037",2002,5.06
"PA1460037",2004,4.53
"PA1460037",2006,3.82
"PA1460037",2008,4.64
"PA1460037",2010,7.51
"PA1460037",2012,6.79
"PA1460037",2014,4.92
"PA1460037",2016,4.4
"PA1460037",2018,3.64
"PA1460037",2020,6.58
"PA1460037",2021,5.82
"PA1460042",1990,3.84
"PA1460042",1992,6.27
"PA1460042",1994,4.98
"PA1460042",1996,3.93
"PA1460042",1998,3.2
"PA1460042",2000,3.12
"PA1460042",2002,4.64
"PA1460042",2004,4.19
"PA1460042",2006,3.57
"PA1460042",2008,4.31
"PA1460042",2010,6.95
"PA1460042",2012,6.36
"PA1460042",2014,4.65
"PA1460042",2016,4.13
"PA1460042",2018,3.41
"PA1460042",2020,6.28
"PA1460042",2021,5.32
"PA1460046",1990,3.84
"PA1460046",1992,6.27
"PA1460046",1994,4.98
"PA1460046",1996,3.93
"PA1460046",1998,3.2
"PA1460046",2000,3.12
"PA1460046",2002,4.64
"PA1460046",2004,4.19
"PA1460046",2006,3.57
"PA1460046",2008,4.31
"PA1460046",2010,6.95
"PA1460046",2012,6.36
"PA1460046",2014,4.65
"PA1460046",2016,4.13
"PA1460046",2018,3.41
"PA1460046",2020,6.28
"PA1460046",2021,5.32
"PA1460048",1990,4.04
"PA1460048",1992,6.77
"PA1460048",1994,5.12
"PA1460048",1996,4.2
"PA1460048",1998,3.38
"PA1460048",2000,3.23
"PA1460048",2002,4.73
"PA1460048",2004,4.37
"PA1460048",2006,3.71
"PA1460048",2008,4.49
"PA1460048",2010,7.25
"PA1460048",2012,6.72
"PA1460048",2014,4.91
"PA1460048",2016,4.34
"PA1460048",2018,3.54
"PA1460048",2020,6.45
"PA1460048",2021,5.49
"PA1460050",1990,4.04
"PA1460050",1992,6.77
"PA1460050",1994,5.12
"PA1460050",1996,4.2
"PA1460050",1998,3.38
"PA1460050",2000,3.23
"PA1460050",2002,4.73
"PA1460050",2004,4.37
"PA1460050",2006,3.71
"PA1460050",2008,4.49
"PA1460050",2010,7.25
"PA1460050",2012,6.72
"PA1460050",2014,4.91
"PA1460050",2016,4.34
"PA1460050",2018,3.54
"PA1460050",2020,6.45
"PA1460050",2021,5.49
"PA1460055",1990,3.84
"PA1460055",1992,6.27
"PA1460055",1994,4.98
"PA1460055",1996,3.93
"PA1460055",1998,3.2
"PA1460055",2000,3.12
"PA1460055",2002,4.64
"PA1460055",2004,4.19
"PA1460055",2006,3.57
"PA1460055",2008,4.31
"PA1460055",2010,6.95
"PA1460055",2012,6.36
"PA1460055",2014,4.65
"PA1460055",2016,4.13
"PA1460055",2018,3.41
"PA1460055",2020,6.28
"PA1460055",2021,5.32
"PA1460069",1990,3.84
"PA1460069",1992,6.27
"PA1460069",1994,4.98
"PA1460069",1996,3.93
"PA1460069",1998,3.2
"PA1460069",2000,3.12
"PA1460069",2002,4.64
"PA1460069",2004,4.19
"PA1460069",2006,3.57
"PA1460069",2008,4.31
"PA1460069",2010,6.95
"PA1460069",2012,6.36
"PA1460069",2014,4.65
"PA1460069",2016,4.13
"PA1460069",2018,3.41
"PA1460069",2020,6.28
"PA1460069",2021,5.32
"PA1460073",1990,4.85
"PA1460073",1992,7.69
"PA1460073",1994,6.16
"PA1460073",1996,5.33
"PA1460073",1998,4.36
"PA1460073",2000,4.01
"PA1460073",2002,5.55
"PA1460073",2004,5.29
"PA1460073",2006,4.55
"PA1460073",2008,5.3
"PA1460073",2010,8.49
"PA1460073",2012,8.28
"PA1460073",2014,6.07
"PA1460073",2016,5.16
"PA1460073",2018,4.21
"PA1460073",2020,8.1
"PA1460073",2021,6.92
"PA1460085",1990,3.84
"PA1460085",1992,6.27
"PA1460085",1994,4.98
"PA1460085",1996,3.93
"PA1460085",1998,3.2
"PA1460085",2000,3.12
"PA1460085",2002,4.64
"PA1460085",2004,4.19
"PA1460085",2006,3.57
"PA1460085",2008,4.31
"PA1460085",2010,6.95
"PA1460085",2012,6.36
"PA1460085",2014,4.65
"PA1460085",2016,4.13
"PA1460085",2018,3.41
"PA1460085",2020,6.28
"PA1460085",2021,5.32
"PA1510001",1990,5.1
"PA1510001",1992,8.08
"PA1510001",1994,6.35
"PA1510001",1996,5.54
"PA1510001",1998,4.44
"PA1510001",2000,4.02
"PA1510001",2002,5.66
"PA1510001",2004,5.31
"PA1510001",2006,4.73
"PA1510001",2008,5.49
"PA1510001",2010,9.06
"PA1510001",2012,8.88
"PA1510001",2014,6.5
"PA1510001",2016,5.28
"PA1510001",2018,4.33
"PA1510001",2020,8.48
"PA1510001",2021,7.26
"PA2080028",1990,5.69
"PA2080028",1992,7.9
"PA2080028",1994,6.37
"PA2080028",1996,5.61
"PA2080028",1998,4.72
"PA2080028",2000,3.58
"PA2080028",2002,5.29
"PA2080028",2004,5.15
"PA2080028",2006,4.7
"PA2080028",2008,5.26
"PA2080028",2010,7.23
"PA2080028",2012,6.88
"PA2080028",2014,5.43
"PA2080028",2016,6.52
"PA2080028",2018,4.32
"PA2080028",2020,6.08
"PA2080028",2021,5.76
"PA2359008",1990,7.05
"PA2359008",1992,9.26
"PA2359008",1994,7.9
"PA2359008",1996,7.34
"PA2359008",1998,5.8
"PA2359008",2000,4.39
"PA2359008",2002,5.97
"PA2359008",2004,5.77
"PA2359008",2006,4.76
"PA2359008",2008,5.68
"PA2359008",2010,8.79
"PA2359008",2012,8.54
"PA2359008",2014,6.46
"PA2359008",2016,5.66
"PA2359008",2018,4.48
"PA2359008",2020,7.57
"PA2359008",2021,6.81
"PA2400048",1990,7.54
"PA2400048",1992,10.37
"PA2400048",1994,8.48
"PA2400048",1996,7.32
"PA2400048",1998,6.42
"PA2400048",2000,5.1
"PA2400048",2002,6.54
"PA2400048",2004,6.64
"PA2400048",2006,5.38
"PA2400048",2008,6.25
"PA2400048",2010,9.95
"PA2400048",2012,9.79
"PA2400048",2014,7.32
"PA2400048",2016,6.28
"PA2400048",2018,5.36
"PA2400048",2020,8.95
"PA2400048",2021,8.25
"PA2400066",1990,7.54
"PA2400066",1992,10.37
"PA2400066",1994,8.48
"PA2400066",1996,7.32
"PA2400066",1998,6.42
"PA2400066",2000,5.1
"PA2400066",2002,6.54
"PA2400066",2004,6.64
"PA2400066",2006,5.38
"PA2400066",2008,6.25
"PA2400066",2010,9.95
"PA2400066",2012,9.79
"PA2400066",2014,7.32
"PA2400066",2016,6.28
"PA2400066",2018,5.36
"PA2400066",2020,8.95
"PA2400066",2021,8.25
"PA2400076",1990,7.54
"PA2400076",1992,10.37
"PA2400076",1994,8.48
"PA2400076",1996,7.32
"PA2400076",1998,6.42
"PA2400076",2000,5.1
"PA2400076",2002,6.54
"PA2400076",2004,6.64
"PA2400076",2006,5.38
"PA2400076",2008,6.25
"PA2400076",2010,9.95
"PA2400076",2012,9.79
"PA2400076",2014,7.32
"PA2400076",2016,6.28
"PA2400076",2018,5.36
"PA2400076",2020,8.95
"PA2400076",2021,8.25
"PA2400083",1990,7.54
"PA2400083",1992,10.37
"PA2400083",1994,8.48
"PA2400083",1996,7.32
"PA2400083",1998,6.42
"PA2400083",2000,5.1
"PA2400083",2002,6.54
"PA2400083",2004,6.64
"PA2400083",2006,5.38
"PA2400083",2008,6.25
"PA2400083",2010,9.95
"PA2400083",2012,9.79
"PA2400083",2014,7.32
"PA2400083",2016,6.28
"PA2400083",2018,5.36
"PA2400083",2020,8.95
"PA2400083",2021,8.25
"PA2400091",1990,7.54
"PA2400091",1992,10.37
"PA2400091",1994,8.48
"PA2400091",1996,7.32
"PA2400091",1998,6.42
"PA2400091",2000,5.1
"PA2400091",2002,6.54
"PA2400091",2004,6.64
"PA2400091",2006,5.38
"PA2400091",2008,6.25
"PA2400091",2010,9.95
"PA2400091",2012,9.79
"PA2400091",2014,7.32
"PA2400091",2016,6.28
"PA2400091",2018,5.36
"PA2400091",2020,8.95
"PA2400091",2021,8.25
"PA2400104",1990,7.54
"PA2400104",1992,10.37
"PA2400104",1994,8.48
"PA2400104",1996,7.32
"PA2400104",1998,6.42
"PA2400104",2000,5.1
"PA2400104",2002,6.54
"PA2400104",2004,6.64
"PA2400104",2006,5.38
"PA2400104",2008,6.25
"PA2400104",2010,9.95
"PA2400104",2012,9.79
"PA2400104",2014,7.32
"PA2400104",2016,6.28
"PA2400104",2018,5.36
"PA2400104",2020,8.95
"PA2400104",2021,8.25
"PA2400128",1990,7.54
"PA2400128",1992,10.37
"PA2400128",1994,8.48
"PA2400128",1996,7.32
"PA2400128",1998,6.42
"PA2400128",2000,5.1
"PA2400128",2002,6.54
"PA2400128",2004,6.64
"PA2400128",2006,5.38
"PA2400128",2008,6.25
"PA2400128",2010,9.95
"PA2400128",2012,9.79
"PA2400128",2014,7.32
"PA2400128",2016,6.28
"PA2400128",2018,5.36
"PA2400128",2020,8.95
"PA2400128",2021,8.25
"PA2400149",1990,7.54
"PA2400149",1992,10.37
"PA2400149",1994,8.48
"PA2400149",1996,7.32
"PA2400149",1998,6.42
"PA2400149",2000,5.1
"PA2400149",2002,6.54
"PA2400149",2004,6.64
"PA2400149",2006,5.38
"PA2400149",2008,6.25
"PA2400149",2010,9.95
"PA2400149",2012,9.79
"PA2400149",2014,7.32
"PA2400149",2016,6.28
"PA2400149",2018,5.36
"PA2400149",2020,8.95
"PA2400149",2021,8.25
"PA2408001",1990,7.54
"PA2408001",1992,10.43
"PA2408001",1994,8.42
"PA2408001",1996,7.37
"PA2408001",1998,6.53
"PA2408001",2000,5.1
"PA2408001",2002,6.59
"PA2408001",2004,6.61
"PA2408001",2006,5.45
"PA2408001",2008,6.32
"PA2408001",2010,10.06
"PA2408001",2012,9.83
"PA2408001",2014,7.28
"PA2408001",2016,6.23
"PA2408001",2018,5.3
"PA2408001",2020,8.7
"PA2408001",2021,8.03
"PA2408011",1990,7.54
"PA2408011",1992,10.37
"PA2408011",1994,8.48
"PA2408011",1996,7.32
"PA2408011",1998,6.42
"PA2408011",2000,5.1
"PA2408011",2002,6.54
"PA2408011",2004,6.64
"PA2408011",2006,5.38
"PA2408011",2008,6.25
"PA2408011",2010,9.95
"PA2408011",2012,9.79
"PA2408011",2014,7.32
"PA2408011",2016,6.28
"PA2408011",2018,5.36
"PA2408011",2020,8.95
"PA2408011",2021,8.25
"PA2409010",1990,7.38
"PA2409010",1992,9.8
"PA2409010",1994,8.12
"PA2409010",1996,7.24
"PA2409010",1998,6.15
"PA2409010",2000,4.85
"PA2409010",2002,6.36
"PA2409010",2004,6.37
"PA2409010",2006,5.19
"PA2409010",2008,6.07
"PA2409010",2010,9.55
"PA2409010",2012,9.41
"PA2409010",2014,7.02
"PA2409010",2016,6.03
"PA2409010",2018,5.03
"PA2409010",2020,8.47
"PA2409010",2021,7.8
"PA2450023",1990,6.94
"PA2450023",1992,10.95
"PA2450023",1994,8.83
"PA2450023",1996,8.09
"PA2450023",1998,6.53
"PA2450023",2000,4.15
"PA2450023",2002,5.79
"PA2450023",2004,5.77
"PA2450023",2006,5.17
"PA2450023",2008,5.98
"PA2450023",2010,9.73
"PA2450023",2012,9.77
"PA2450023",2014,7.54
"PA2450023",2016,6.23
"PA2450023",2018,5.3
"PA2450023",2020,8.81
"PA2450023",2021,8.06
"PA2450034",1990,6.94
"PA2450034",1992,10.95
"PA2450034",1994,8.83
"PA2450034",1996,8.09
"PA2450034",1998,6.53
"PA2450034",2000,4.15
"PA2450034",2002,5.79
"PA2450034",2004,5.77
"PA2450034",2006,5.17
"PA2450034",2008,5.98
"PA2450034",2010,9.73
"PA2450034",2012,9.77
"PA2450034",2014,7.54
"PA2450034",2016,6.23
"PA2450034",2018,5.3
"PA2450034",2020,8.81
"PA2450034",2021,8.06
"PA2450039",1990,6.94
"PA2450039",1992,10.95
"PA2450039",1994,8.83
"PA2450039",1996,8.09
"PA2450039",1998,6.53
"PA2450039",2000,4.15
"PA2450039",2002,5.79
"PA2450039",2004,5.77
"PA2450039",2006,5.17
"PA2450039",2008,5.98
"PA2450039",2010,9.73
"PA2450039",2012,9.77
"PA2450039",2014,7.54
"PA2450039",2016,6.23
"PA2450039",2018,5.3
"PA2450039",2020,8.81
"PA2450039",2021,8.06
"PA2450044",1990,6.94
"PA2450044",1992,10.95
"PA2450044",1994,8.83
"PA2450044",1996,8.09
"PA2450044",1998,6.53
"PA2450044",2000,4.15
"PA2450044",2002,5.79
"PA2450044",2004,5.77
"PA2450044",2006,5.17
"PA2450044",2008,5.98
"PA2450044",2010,9.73
"PA2450044",2012,9.77
"PA2450044",2014,7.54
"PA2450044",2016,6.23
"PA2450044",2018,5.3
"PA2450044",2020,8.81
"PA2450044",2021,8.06
"PA2450045",1990,6.94
"PA2450045",1992,10.95
"PA2450045",1994,8.83
"PA2450045",1996,8.09
"PA2450045",1998,6.53
"PA2450045",2000,4.15
"PA2450045",2002,5.79
"PA2450045",2004,5.77
"PA2450045",2006,5.17
"PA2450045",2008,5.98
"PA2450045",2010,9.73
"PA2450045",2012,9.77
"PA2450045",2014,7.54
"PA2450045",2016,6.23
"PA2450045",2018,5.3
"PA2450045",2020,8.81
"PA2450045",2021,8.06
"PA2450049",1990,6.94
"PA2450049",1992,10.95
"PA2450049",1994,8.83
"PA2450049",1996,8.09
"PA2450049",1998,6.53
"PA2450049",2000,4.15
"PA2450049",2002,5.79
"PA2450049",2004,5.77
"PA2450049",2006,5.17
"PA2450049",2008,5.98
"PA2450049",2010,9.73
"PA2450049",2012,9.77
"PA2450049",2014,7.54
"PA2450049",2016,6.23
"PA2450049",2018,5.3
"PA2450049",2020,8.81
"PA2450049",2021,8.06
"PA2450063",1990,6.94
"PA2450063",1992,10.95
"PA2450063",1994,8.83
"PA2450063",1996,8.09
"PA2450063",1998,6.53
"PA2450063",2000,4.15
"PA2450063",2002,5.79
"PA2450063",2004,5.77
"PA2450063",2006,5.17
"PA2450063",2008,5.98
"PA2450063",2010,9.73
"PA2450063",2012,9.77
"PA2450063",2014,7.54
"PA2450063",2016,6.23
"PA2450063",2018,5.3
"PA2450063",2020,8.81
"PA2450063",2021,8.06
"PA2450086",1990,6.94
"PA2450086",1992,10.95
"PA2450086",1994,8.83
"PA2450086",1996,8.09
"PA2450086",1998,6.53
"PA2450086",2000,4.15
"PA2450086",2002,5.79
"PA2450086",2004,5.77
"PA2450086",2006,5.17
"PA2450086",2008,5.98
"PA2450086",2010,9.73
"PA2450086",2012,9.77
"PA2450086",2014,7.54
"PA2450086",2016,6.23
"PA2450086",2018,5.3
"PA2450086",2020,8.81
"PA2450086",2021,8.06
"PA2450119",1990,6.94
"PA2450119",1992,10.95
"PA2450119",1994,8.83
"PA2450119",1996,8.09
"PA2450119",1998,6.53
"PA2450119",2000,4.15
"PA2450119",2002,5.79
"PA2450119",2004,5.77
"PA2450119",2006,5.17
"PA2450119",2008,5.98
"PA2450119",2010,9.73
"PA2450119",2012,9.77
"PA2450119",2014,7.54
"PA2450119",2016,6.23
"PA2450119",2018,5.3
"PA2450119",2020,8.81
"PA2450119",2021,8.06
"PA2450122",1990,6.94
"PA2450122",1992,10.95
"PA2450122",1994,8.83
"PA2450122",1996,8.09
"PA2450122",1998,6.53
"PA2450122",2000,4.15
"PA2450122",2002,5.79
"PA2450122",2004,5.77
"PA2450122",2006,5.17
"PA2450122",2008,5.98
"PA2450122",2010,9.73
"PA2450122",2012,9.77
"PA2450122",2014,7.54
"PA2450122",2016,6.23
"PA2450122",2018,5.3
"PA2450122",2020,8.81
"PA2450122",2021,8.06
"PA2450133",1990,6.94
"PA2450133",1992,10.95
"PA2450133",1994,8.83
"PA2450133",1996,8.09
"PA2450133",1998,6.53
"PA2450133",2000,4.15
"PA2450133",2002,5.79
"PA2450133",2004,5.77
"PA2450133",2006,5.17
"PA2450133",2008,5.98
"PA2450133",2010,9.73
"PA2450133",2012,9.77
"PA2450133",2014,7.54
"PA2450133",2016,6.23
"PA2450133",2018,5.3
"PA2450133",2020,8.81
"PA2450133",2021,8.06
"PA2450141",1990,6.94
"PA2450141",1992,10.95
"PA2450141",1994,8.83
"PA2450141",1996,8.09
"PA2450141",1998,6.53
"PA2450141",2000,4.15
"PA2450141",2002,5.79
"PA2450141",2004,5.77
"PA2450141",2006,5.17
"PA2450141",2008,5.98
"PA2450141",2010,9.73
"PA2450141",2012,9.77
"PA2450141",2014,7.54
"PA2450141",2016,6.23
"PA2450141",2018,5.3
"PA2450141",2020,8.81
"PA2450141",2021,8.06
"PA2520033",1990,5.72
"PA2520033",1992,8.43
"PA2520033",1994,7.43
"PA2520033",1996,5.07
"PA2520033",1998,4.34
"PA2520033",2000,3.75
"PA2520033",2002,5.64
