"pwsid","hh_use","HBI","PPI","TRAD","burden","LaborHrs"
"WA5381048",3000,2.59,7.9,0.79,"Low",5.86
"WA5381048",4000,2.88,7.9,0.87,"Low",6.5
"WA5381048",5000,3.3,7.9,1.01,"Low",7.47
"WA5381048",6000,3.89,7.9,1.18,"Low",8.76
"WA5381048",7000,4.5,7.9,1.37,"Low",10.15
"WA5381048",8000,5.25,7.9,1.59,"Low-Moderate",11.83
"WA5381048",9000,5.99,7.9,1.82,"Low-Moderate",13.52
"WA5381080",0,2.04,3.35,1.15,"Low",9.85
"WA5381080",1000,2.08,3.35,1.17,"Low",10.06
"WA5381080",10000,2.8,3.35,1.58,"Low",13.51
"WA5381080",11000,2.9,3.35,1.63,"Low",13.97
"WA5381080",12000,2.99,3.35,1.69,"Low",14.42
"WA5381080",13000,3.08,3.35,1.74,"Low",14.88
"WA5381080",14000,3.18,3.35,1.79,"Low",15.33
"WA5381080",15000,3.27,3.35,1.85,"Low",15.79
"WA5381080",16000,3.37,3.35,1.9,"Low",16.24
"WA5381080",2000,2.13,3.35,1.21,"Low",10.28
"WA5381080",3000,2.2,3.35,1.24,"Low",10.61
"WA5381080",4000,2.27,3.35,1.28,"Low",10.97
"WA5381080",5000,2.35,3.35,1.33,"Low",11.33
"WA5381080",6000,2.42,3.35,1.37,"Low",11.69
"WA5381080",7000,2.52,3.35,1.42,"Low",12.15
"WA5381080",8000,2.61,3.35,1.48,"Low",12.6
"WA5381080",9000,2.71,3.35,1.53,"Low",13.06
"WA5381300",0,10.86,41.96,4.96,"Very High",9.21
"WA5381300",1000,10.86,41.96,4.96,"Very High",9.21
"WA5381300",10000,12.73,41.96,5.82,"Very High",10.79
"WA5381300",11000,13.03,41.96,5.95,"Very High",11.05
"WA5381300",12000,13.33,41.96,6.09,"Very High",11.3
"WA5381300",13000,13.62,41.96,6.23,"Very High",11.55
"WA5381300",14000,13.92,41.96,6.36,"Very High",11.81
"WA5381300",15000,14.23,41.96,6.5,"Very High",12.06
"WA5381300",16000,14.52,41.96,6.64,"Very High",12.32
"WA5381300",2000,10.86,41.96,4.96,"Very High",9.21
"WA5381300",3000,10.86,41.96,4.96,"Very High",9.21
"WA5381300",4000,10.93,41.96,5,"Very High",9.27
"WA5381300",5000,11.23,41.96,5.13,"Very High",9.52
"WA5381300",6000,11.53,41.96,5.27,"Very High",9.78
"WA5381300",7000,11.83,41.96,5.4,"Very High",10.03
"WA5381300",8000,12.13,41.96,5.54,"Very High",10.29
"WA5381300",9000,12.43,41.96,5.68,"Very High",10.54
"WA5382844",0,2.13,22.05,1.11,"Low-Moderate",5.24
"WA5382844",1000,2.18,22.05,1.13,"Low-Moderate",5.35
"WA5382844",10000,2.61,22.05,1.36,"Low-Moderate",6.41
"WA5382844",11000,2.66,22.05,1.38,"Low-Moderate",6.54
"WA5382844",12000,2.71,22.05,1.41,"Low-Moderate",6.66
"WA5382844",13000,2.76,22.05,1.44,"Low-Moderate",6.79
"WA5382844",14000,2.81,22.05,1.46,"Low-Moderate",6.91
"WA5382844",15000,2.86,22.05,1.49,"Low-Moderate",7.04
"WA5382844",16000,2.91,22.05,1.52,"Low-Moderate",7.16
"WA5382844",2000,2.22,22.05,1.16,"Low-Moderate",5.46
"WA5382844",3000,2.27,22.05,1.18,"Low-Moderate",5.57
"WA5382844",4000,2.31,22.05,1.2,"Low-Moderate",5.68
"WA5382844",5000,2.36,22.05,1.23,"Low-Moderate",5.79
"WA5382844",6000,2.41,22.05,1.25,"Low-Moderate",5.92
"WA5382844",7000,2.46,22.05,1.28,"Low-Moderate",6.04
"WA5382844",8000,2.51,22.05,1.31,"Low-Moderate",6.16
"WA5382844",9000,2.56,22.05,1.33,"Low-Moderate",6.29
"WA5382850",0,2.93,24.13,1.43,"Low-Moderate",6
"WA5382850",1000,2.98,24.13,1.45,"Low-Moderate",6.1
"WA5382850",10000,3.55,24.13,1.73,"Low-Moderate",7.27
"WA5382850",11000,3.65,24.13,1.77,"Low-Moderate",7.47
"WA5382850",12000,3.74,24.13,1.82,"Low-Moderate",7.67
"WA5382850",13000,3.84,24.13,1.87,"Low-Moderate",7.87
"WA5382850",14000,3.94,24.13,1.92,"Low-Moderate",8.07
"WA5382850",15000,4.04,24.13,1.97,"Low-Moderate",8.28
"WA5382850",16000,4.17,24.13,2.03,"Low-Moderate",8.54
"WA5382850",2000,3.03,24.13,1.47,"Low-Moderate",6.2
"WA5382850",3000,3.08,24.13,1.5,"Low-Moderate",6.31
"WA5382850",4000,3.14,24.13,1.53,"Low-Moderate",6.42
"WA5382850",5000,3.19,24.13,1.55,"Low-Moderate",6.54
"WA5382850",6000,3.25,24.13,1.58,"Low-Moderate",6.66
"WA5382850",7000,3.32,24.13,1.62,"Low-Moderate",6.8
"WA5382850",8000,3.39,24.13,1.65,"Low-Moderate",6.94
"WA5382850",9000,3.46,24.13,1.68,"Low-Moderate",7.09
"WA5383100",0,4.94,33.77,2.23,"Moderate-High",7.74
"WA5383100",1000,4.97,33.77,2.24,"Moderate-High",7.77
"WA5383100",10000,5.38,33.77,2.43,"Moderate-High",8.42
"WA5383100",11000,5.45,33.77,2.46,"Moderate-High",8.54
"WA5383100",12000,5.52,33.77,2.49,"Moderate-High",8.65
"WA5383100",13000,5.6,33.77,2.52,"Moderate-High",8.77
"WA5383100",14000,5.67,33.77,2.56,"Moderate-High",8.88
"WA5383100",15000,5.74,33.77,2.59,"Moderate-High",9
"WA5383100",16000,5.81,33.77,2.62,"Moderate-High",9.11
"WA5383100",2000,4.99,33.77,2.25,"Moderate-High",7.82
"WA5383100",3000,5.02,33.77,2.26,"Moderate-High",7.86
"WA5383100",4000,5.05,33.77,2.28,"Moderate-High",7.9
"WA5383100",5000,5.09,33.77,2.29,"Moderate-High",7.96
"WA5383100",6000,5.14,33.77,2.32,"Moderate-High",8.05
"WA5383100",7000,5.19,33.77,2.34,"Moderate-High",8.13
"WA5383100",8000,5.25,33.77,2.37,"Moderate-High",8.22
"WA5383100",9000,5.3,33.77,2.39,"Moderate-High",8.3
"WA5383150",0,4.07,37.24,1.82,"Moderate-High",5.11
"WA5383150",1000,4.07,37.24,1.82,"Moderate-High",5.11
"WA5383150",10000,4.22,37.24,1.89,"Moderate-High",5.28
"WA5383150",11000,4.28,37.24,1.91,"Moderate-High",5.36
"WA5383150",12000,4.33,37.24,1.94,"Moderate-High",5.42
"WA5383150",13000,4.39,37.24,1.97,"Moderate-High",5.5
"WA5383150",14000,4.45,37.24,1.99,"Moderate-High",5.58
"WA5383150",15000,4.51,37.24,2.02,"Moderate-High",5.64
"WA5383150",16000,4.57,37.24,2.04,"Moderate-High",5.72
"WA5383150",2000,4.07,37.24,1.82,"Moderate-High",5.11
"WA5383150",3000,4.07,37.24,1.82,"Moderate-High",5.11
"WA5383150",4000,4.07,37.24,1.82,"Moderate-High",5.11
"WA5383150",5000,4.07,37.24,1.82,"Moderate-High",5.11
"WA5383150",6000,4.07,37.24,1.82,"Moderate-High",5.11
"WA5383150",7000,4.07,37.24,1.82,"Moderate-High",5.11
"WA5383150",8000,4.1,37.24,1.84,"Moderate-High",5.14
"WA5383150",9000,4.16,37.24,1.86,"Moderate-High",5.22
"WA5383650",0,3.47,17.65,1.51,"Low",6.56
"WA5383650",1000,3.83,17.65,1.66,"Low",7.24
"WA5383650",10000,8.34,17.65,3.64,"Low-Moderate",15.9
"WA5383650",11000,8.93,17.65,3.9,"Low-Moderate",17.05
"WA5383650",12000,9.52,17.65,4.16,"Moderate-High",18.18
"WA5383650",13000,10.11,17.65,4.42,"Moderate-High",19.33
"WA5383650",14000,10.71,17.65,4.68,"Moderate-High",20.46
"WA5383650",15000,11.3,17.65,4.94,"Moderate-High",21.6
"WA5383650",16000,11.89,17.65,5.2,"Moderate-High",22.74
"WA5383650",2000,4.18,17.65,1.82,"Low",7.92
"WA5383650",3000,4.54,17.65,1.98,"Low",8.61
"WA5383650",4000,4.9,17.65,2.13,"Low-Moderate",9.29
"WA5383650",5000,5.37,17.65,2.34,"Low-Moderate",10.2
"WA5383650",6000,5.96,17.65,2.6,"Low-Moderate",11.34
"WA5383650",7000,6.56,17.65,2.86,"Low-Moderate",12.48
"WA5383650",8000,7.15,17.65,3.12,"Low-Moderate",13.62
"WA5383650",9000,7.74,17.65,3.38,"Low-Moderate",14.76
"WA5384000",0,2.4,16.28,1.32,"Low",6.53
"WA5384000",1000,2.51,16.28,1.37,"Low",6.84
"WA5384000",10000,3.49,16.28,1.91,"Low",9.68
"WA5384000",11000,3.6,16.28,1.98,"Low",9.98
"WA5384000",12000,3.71,16.28,2.03,"Low",10.3
"WA5384000",13000,3.82,16.28,2.09,"Low",10.61
"WA5384000",14000,3.93,16.28,2.15,"Low",10.93
"WA5384000",15000,4.04,16.28,2.22,"Low",11.25
"WA5384000",16000,4.15,16.28,2.27,"Low",11.55
"WA5384000",2000,2.61,16.28,1.43,"Low",7.16
"WA5384000",3000,2.72,16.28,1.49,"Low",7.47
"WA5384000",4000,2.83,16.28,1.56,"Low",7.78
"WA5384000",5000,2.95,16.28,1.61,"Low",8.11
"WA5384000",6000,3.05,16.28,1.68,"Low",8.41
"WA5384000",7000,3.16,16.28,1.73,"Low",8.73
"WA5384000",8000,3.27,16.28,1.8,"Low",9.05
"WA5384000",9000,3.38,16.28,1.85,"Low",9.36
"WA5384250",0,7.8,25.57,3.54,"Moderate-High",9.43
"WA5384250",1000,7.8,25.57,3.54,"Moderate-High",9.43
"WA5384250",10000,10.37,25.57,4.71,"High",12.54
"WA5384250",11000,10.74,25.57,4.88,"High",12.99
"WA5384250",12000,11.11,25.57,5.04,"High",13.44
"WA5384250",13000,11.48,25.57,5.21,"High",13.88
"WA5384250",14000,11.85,25.57,5.38,"High",14.32
"WA5384250",15000,12.21,25.57,5.55,"High",14.77
"WA5384250",16000,12.58,25.57,5.71,"High",15.21
"WA5384250",2000,7.8,25.57,3.54,"Moderate-High",9.43
"WA5384250",3000,7.8,25.57,3.54,"Moderate-High",9.43
"WA5384250",4000,8.17,25.57,3.71,"Moderate-High",9.88
"WA5384250",5000,8.54,25.57,3.88,"Moderate-High",10.31
"WA5384250",6000,8.91,25.57,4.05,"Moderate-High",10.76
"WA5384250",7000,9.27,25.57,4.21,"High",11.2
"WA5384250",8000,9.64,25.57,4.38,"High",11.65
"WA5384250",9000,10.01,25.57,4.55,"High",12.1
"WA5384770",0,4.27,18.91,2.26,"Low",11.3
"WA5384770",1000,4.27,18.91,2.26,"Low",11.3
"WA5384770",10000,5.89,18.91,3.12,"Low-Moderate",16.28
"WA5384770",11000,6.09,18.91,3.23,"Low-Moderate",16.93
"WA5384770",12000,6.3,18.91,3.34,"Low-Moderate",17.58
"WA5384770",13000,6.51,18.91,3.45,"Low-Moderate",18.23
"WA5384770",14000,6.72,18.91,3.56,"Low-Moderate",18.87
"WA5384770",15000,6.93,18.91,3.68,"Low-Moderate",19.52
"WA5384770",16000,7.14,18.91,3.79,"Low-Moderate",20.16
"WA5384770",2000,4.27,18.91,2.26,"Low",11.3
"WA5384770",3000,4.43,18.91,2.35,"Low",11.78
"WA5384770",4000,4.64,18.91,2.46,"Low-Moderate",12.42
"WA5384770",5000,4.84,18.91,2.57,"Low-Moderate",13.06
"WA5384770",6000,5.06,18.91,2.68,"Low-Moderate",13.71
"WA5384770",7000,5.26,18.91,2.79,"Low-Moderate",14.36
"WA5384770",8000,5.47,18.91,2.9,"Low-Moderate",15
"WA5384770",9000,5.68,18.91,3.01,"Low-Moderate",15.64
"WA5384870",0,1.5,30.33,0.64,"Low-Moderate",1.85
"WA5384870",1000,1.97,30.33,0.85,"Low-Moderate",2.43
"WA5384870",10000,6.68,30.33,2.85,"Moderate-High",8.23
"WA5384870",11000,7.24,30.33,3.09,"Moderate-High",8.91
"WA5384870",12000,7.8,30.33,3.33,"Moderate-High",9.59
"WA5384870",13000,8.36,30.33,3.57,"Moderate-High",10.28
"WA5384870",14000,8.91,30.33,3.8,"Moderate-High",10.96
"WA5384870",15000,9.46,30.33,4.04,"High",11.65
"WA5384870",16000,10.02,30.33,4.28,"High",12.33
"WA5384870",2000,2.45,30.33,1.04,"Low-Moderate",3.01
"WA5384870",3000,2.92,30.33,1.24,"Low-Moderate",3.59
"WA5384870",4000,3.39,30.33,1.45,"Low-Moderate",4.17
"WA5384870",5000,3.9,30.33,1.67,"Low-Moderate",4.8
"WA5384870",6000,4.46,30.33,1.9,"Low-Moderate",5.49
"WA5384870",7000,5.02,30.33,2.14,"Moderate-High",6.17
"WA5384870",8000,5.58,30.33,2.38,"Moderate-High",6.86
"WA5384870",9000,6.12,30.33,2.62,"Moderate-High",7.54
"WA5385050",0,3.47,20.29,1.72,"Low-Moderate",7.38
"WA5385050",1000,3.54,20.29,1.76,"Low-Moderate",7.53
"WA5385050",10000,4.17,20.29,2.07,"Low-Moderate",8.88
"WA5385050",11000,4.24,20.29,2.1,"Low-Moderate",9.03
"WA5385050",12000,4.34,20.29,2.16,"Low-Moderate",9.25
"WA5385050",13000,4.46,20.29,2.21,"Low-Moderate",9.49
"WA5385050",14000,4.57,20.29,2.27,"Low-Moderate",9.73
"WA5385050",15000,4.68,20.29,2.32,"Moderate-High",9.98
"WA5385050",16000,4.8,20.29,2.38,"Moderate-High",10.22
"WA5385050",2000,3.61,20.29,1.79,"Low-Moderate",7.68
"WA5385050",3000,3.68,20.29,1.82,"Low-Moderate",7.83
"WA5385050",4000,3.75,20.29,1.86,"Low-Moderate",7.98
"WA5385050",5000,3.82,20.29,1.89,"Low-Moderate",8.13
"WA5385050",6000,3.89,20.29,1.93,"Low-Moderate",8.28
"WA5385050",7000,3.96,20.29,1.96,"Low-Moderate",8.43
"WA5385050",8000,4.03,20.29,2,"Low-Moderate",8.58
"WA5385050",9000,4.1,20.29,2.03,"Low-Moderate",8.73
"WA5385120",0,3.55,23.97,1.77,"Low-Moderate",6.47
"WA5385120",1000,3.65,23.97,1.82,"Low-Moderate",6.7
"WA5385120",10000,7.21,23.97,3.58,"Moderate-High",14.97
"WA5385120",11000,7.75,23.97,3.85,"Moderate-High",16.18
"WA5385120",12000,8.29,23.97,4.12,"Moderate-High",17.38
"WA5385120",13000,8.83,23.97,4.39,"Moderate-High",18.58
"WA5385120",14000,9.38,23.97,4.66,"High",19.81
"WA5385120",15000,9.91,23.97,4.93,"High",21.04
"WA5385120",16000,10.48,23.97,5.21,"High",22.3
"WA5385120",2000,3.76,23.97,1.87,"Low-Moderate",6.92
"WA5385120",3000,3.86,23.97,1.92,"Low-Moderate",7.14
"WA5385120",4000,4.07,23.97,2.02,"Low-Moderate",7.97
"WA5385120",5000,4.58,23.97,2.28,"Low-Moderate",9.11
"WA5385120",6000,5.09,23.97,2.53,"Moderate-High",10.24
"WA5385120",7000,5.6,23.97,2.78,"Moderate-High",11.39
"WA5385120",8000,6.12,23.97,3.04,"Moderate-High",12.57
"WA5385120",9000,6.67,23.97,3.32,"Moderate-High",13.77
"WA5385260",0,3.84,18.08,1.72,"Low",8
"WA5385260",1000,3.84,18.08,1.72,"Low",8
"WA5385260",10000,3.84,18.08,1.72,"Low",8
"WA5385260",11000,3.84,18.08,1.72,"Low",8
"WA5385260",12000,3.84,18.08,1.72,"Low",8
"WA5385260",13000,3.84,18.08,1.72,"Low",8
"WA5385260",14000,3.84,18.08,1.72,"Low",8
"WA5385260",15000,3.84,18.08,1.72,"Low",8
"WA5385260",16000,3.84,18.08,1.72,"Low",8
"WA5385260",2000,3.84,18.08,1.72,"Low",8
"WA5385260",3000,3.84,18.08,1.72,"Low",8
"WA5385260",4000,3.84,18.08,1.72,"Low",8
"WA5385260",5000,3.84,18.08,1.72,"Low",8
"WA5385260",6000,3.84,18.08,1.72,"Low",8
"WA5385260",7000,3.84,18.08,1.72,"Low",8
"WA5385260",8000,3.84,18.08,1.72,"Low",8
"WA5385260",9000,3.84,18.08,1.72,"Low",8
"WA5385400",0,3.34,61.46,1.81,"Moderate-High",4.59
"WA5385400",1000,3.34,61.46,1.81,"Moderate-High",4.59
"WA5385400",10000,6.24,61.46,3.37,"High",8.56
"WA5385400",11000,6.59,61.46,3.56,"High",9.03
"WA5385400",12000,6.93,61.46,3.75,"High",9.5
"WA5385400",13000,7.27,61.46,3.93,"High",9.98
"WA5385400",14000,7.62,61.46,4.12,"High",10.45
"WA5385400",15000,7.96,61.46,4.31,"High",10.92
"WA5385400",16000,8.31,61.46,4.49,"High",11.39
"WA5385400",2000,3.34,61.46,1.81,"Moderate-High",4.59
"WA5385400",3000,3.63,61.46,1.96,"Moderate-High",4.97
"WA5385400",4000,4.01,61.46,2.17,"Moderate-High",5.49
"WA5385400",5000,4.38,61.46,2.37,"Moderate-High",6.01
"WA5385400",6000,4.76,61.46,2.57,"High",6.53
"WA5385400",7000,5.14,61.46,2.78,"High",7.05
"WA5385400",8000,5.52,61.46,2.99,"High",7.57
"WA5385400",9000,5.9,61.46,3.19,"High",8.09
"WA5386800",0,3.16,27.77,1.42,"Low-Moderate",4.94
"WA5386800",1000,3.58,27.77,1.61,"Low-Moderate",5.66
"WA5386800",10000,7.38,27.77,3.32,"Moderate-High",12.16
"WA5386800",11000,7.81,27.77,3.51,"Moderate-High",12.88
"WA5386800",12000,8.23,27.77,3.7,"Moderate-High",13.6
"WA5386800",13000,8.65,27.77,3.89,"Moderate-High",14.32
"WA5386800",14000,9.07,27.77,4.08,"Moderate-High",15.04
"WA5386800",15000,9.49,27.77,4.27,"High",15.76
"WA5386800",16000,9.92,27.77,4.46,"High",16.48
"WA5386800",2000,4,27.77,1.8,"Low-Moderate",6.39
"WA5386800",3000,4.43,27.77,1.99,"Low-Moderate",7.11
"WA5386800",4000,4.85,27.77,2.18,"Moderate-High",7.83
"WA5386800",5000,5.27,27.77,2.37,"Moderate-High",8.55
"WA5386800",6000,5.69,27.77,2.56,"Moderate-High",9.28
"WA5386800",7000,6.12,27.77,2.75,"Moderate-High",10
"WA5386800",8000,6.54,27.77,2.94,"Moderate-High",10.71
"WA5386800",9000,6.96,27.77,3.13,"Moderate-High",11.44
"WA5387300",0,5.28,33.67,2.16,"Moderate-High",8.25
"WA5387300",1000,5.28,33.67,2.16,"Moderate-High",8.25
"WA5387300",10000,5.52,33.67,2.25,"Moderate-High",8.61
"WA5387300",11000,5.57,33.67,2.27,"Moderate-High",8.68
"WA5387300",12000,5.61,33.67,2.29,"Moderate-High",8.76
"WA5387300",13000,5.66,33.67,2.31,"Moderate-High",8.83
"WA5387300",14000,5.71,33.67,2.33,"Moderate-High",8.9
"WA5387300",15000,5.76,33.67,2.35,"Moderate-High",8.97
"WA5387300",16000,5.81,33.67,2.37,"Moderate-High",9.05
"WA5387300",2000,5.28,33.67,2.16,"Moderate-High",8.25
"WA5387300",3000,5.28,33.67,2.16,"Moderate-High",8.25
"WA5387300",4000,5.28,33.67,2.16,"Moderate-High",8.25
"WA5387300",5000,5.28,33.67,2.16,"Moderate-High",8.25
"WA5387300",6000,5.33,33.67,2.18,"Moderate-High",8.33
"WA5387300",7000,5.37,33.67,2.2,"Moderate-High",8.4
"WA5387300",8000,5.42,33.67,2.22,"Moderate-High",8.47
"WA5387300",9000,5.47,33.67,2.24,"Moderate-High",8.54
"WA5387400",0,7.54,31.68,3.28,"Moderate-High",10.13
"WA5387400",1000,7.54,31.68,3.28,"Moderate-High",10.13
"WA5387400",10000,9.1,31.68,3.97,"Moderate-High",12.79
"WA5387400",11000,9.34,31.68,4.07,"High",13.16
"WA5387400",12000,9.59,31.68,4.18,"High",13.54
"WA5387400",13000,9.83,31.68,4.28,"High",13.91
"WA5387400",14000,10.07,31.68,4.39,"High",14.28
"WA5387400",15000,10.31,31.68,4.49,"High",14.66
"WA5387400",16000,10.56,31.68,4.6,"High",15.02
"WA5387400",2000,7.54,31.68,3.28,"Moderate-High",10.13
"WA5387400",3000,7.56,31.68,3.29,"Moderate-High",10.3
"WA5387400",4000,7.64,31.68,3.33,"Moderate-High",10.55
"WA5387400",5000,7.89,31.68,3.44,"Moderate-High",10.93
"WA5387400",6000,8.13,31.68,3.54,"Moderate-High",11.3
"WA5387400",7000,8.38,31.68,3.65,"Moderate-High",11.67
"WA5387400",8000,8.62,31.68,3.75,"Moderate-High",12.04
"WA5387400",9000,8.86,31.68,3.86,"Moderate-High",12.42
"WA5388300",0,3.86,43.05,2.04,"Moderate-High",6.27
"WA5388300",1000,3.86,43.05,2.04,"Moderate-High",6.27
"WA5388300",10000,5.19,43.05,2.75,"High",8.44
"WA5388300",11000,5.57,43.05,2.95,"High",9.06
"WA5388300",12000,5.96,43.05,3.15,"High",9.68
"WA5388300",13000,6.34,43.05,3.36,"High",10.3
"WA5388300",14000,6.72,43.05,3.56,"High",10.92
"WA5388300",15000,7.1,43.05,3.76,"High",11.54
"WA5388300",16000,7.49,43.05,3.97,"High",12.17
"WA5388300",2000,3.86,43.05,2.04,"Moderate-High",6.27
"WA5388300",3000,3.86,43.05,2.04,"Moderate-High",6.27
"WA5388300",4000,3.94,43.05,2.09,"Moderate-High",6.41
"WA5388300",5000,4.03,43.05,2.13,"Moderate-High",6.54
"WA5388300",6000,4.11,43.05,2.18,"Moderate-High",6.68
"WA5388300",7000,4.19,43.05,2.22,"Moderate-High",6.81
"WA5388300",8000,4.43,43.05,2.34,"Moderate-High",7.19
"WA5388300",9000,4.81,43.05,2.55,"High",7.82
"WA5389500",0,5.96,26.78,2.19,"Moderate-High",8.06
"WA5389500",1000,6.18,26.78,2.27,"Moderate-High",8.37
"WA5389500",10000,8.21,26.78,3.02,"Moderate-High",11.12
"WA5389500",11000,8.44,26.78,3.1,"Moderate-High",11.43
"WA5389500",12000,8.67,26.78,3.18,"Moderate-High",11.73
"WA5389500",13000,8.89,26.78,3.27,"Moderate-High",12.04
"WA5389500",14000,9.12,26.78,3.35,"Moderate-High",12.34
"WA5389500",15000,9.34,26.78,3.43,"High",12.65
"WA5389500",16000,9.57,26.78,3.51,"High",12.95
"WA5389500",2000,6.41,26.78,2.35,"Moderate-High",8.67
"WA5389500",3000,6.63,26.78,2.44,"Moderate-High",8.98
"WA5389500",4000,6.86,26.78,2.52,"Moderate-High",9.29
"WA5389500",5000,7.08,26.78,2.6,"Moderate-High",9.59
"WA5389500",6000,7.31,26.78,2.68,"Moderate-High",9.9
"WA5389500",7000,7.54,26.78,2.77,"Moderate-High",10.2
"WA5389500",8000,7.76,26.78,2.85,"Moderate-High",10.51
"WA5389500",9000,7.99,26.78,2.94,"Moderate-High",10.81
"WA5389700",0,3.32,24.56,1.6,"Low-Moderate",5.9
"WA5389700",1000,3.46,24.56,1.66,"Low-Moderate",6.16
"WA5389700",10000,4.85,24.56,2.33,"Moderate-High",8.63
"WA5389700",11000,5.04,24.56,2.43,"Moderate-High",8.97
"WA5389700",12000,5.23,24.56,2.52,"Moderate-High",9.3
"WA5389700",13000,5.42,24.56,2.61,"Moderate-High",9.64
"WA5389700",14000,5.61,24.56,2.7,"Moderate-High",9.97
"WA5389700",15000,5.79,24.56,2.79,"Moderate-High",10.31
"WA5389700",16000,5.98,24.56,2.88,"Moderate-High",10.64
"WA5389700",2000,3.6,24.56,1.73,"Low-Moderate",6.41
"WA5389700",3000,3.74,24.56,1.8,"Low-Moderate",6.66
"WA5389700",4000,3.89,24.56,1.87,"Low-Moderate",6.92
"WA5389700",5000,4.04,24.56,1.94,"Low-Moderate",7.18
"WA5389700",6000,4.19,24.56,2.02,"Low-Moderate",7.46
"WA5389700",7000,4.35,24.56,2.09,"Low-Moderate",7.74
"WA5389700",8000,4.51,24.56,2.17,"Low-Moderate",8.02
"WA5389700",9000,4.66,24.56,2.24,"Moderate-High",8.3
"WA5390050",0,6.24,34.94,2.6,"Moderate-High",8.31
"WA5390050",1000,6.24,34.94,2.6,"Moderate-High",8.31
"WA5390050",10000,6.24,34.94,2.6,"Moderate-High",8.31
"WA5390050",11000,6.24,34.94,2.6,"Moderate-High",8.31
"WA5390050",12000,6.24,34.94,2.6,"Moderate-High",8.31
"WA5390050",13000,6.24,34.94,2.6,"Moderate-High",8.31
"WA5390050",14000,6.24,34.94,2.6,"Moderate-High",8.31
"WA5390050",15000,6.24,34.94,2.6,"Moderate-High",8.31
"WA5390050",16000,6.24,34.94,2.6,"Moderate-High",8.31
"WA5390050",2000,6.24,34.94,2.6,"Moderate-High",8.31
