"GEOID","pwsid","burden"
"340270413003","NJ1408001","Low"
"340270414001","NJ1408001","Low"
"340270414002","NJ1408001","Low"
"340270414003","NJ1408001","Low"
"340270414004","NJ1408001","Low"
"340270415001","NJ1408001","Low"
"340270415002","NJ1408001","Low"
"340270415003","NJ1408001","Low"
"340270416011","NJ1408001","Low"
"340270416012","NJ1424001","Low"
"340270416013","NJ1424001","Low"
"340270416021","NJ1425001","Low"
"340270416022","NJ1408001","Low"
"340270416031","NJ1425001","Low"
"340270417024","NJ1421003","Low"
"340270417042","NJ1421003","Low"
"340270417043","NJ1421003","Low"
"340270418023","NJ1424001","Low"
"340270419013","NJ0718001","Low"
"340270419013","NJ1421003","Low"
"340270419021","NJ0710001","Low"
"340270419023","NJ0710001","Low"
"340270420001","NJ1424001","Low"
"340270420002","NJ1424001","Low"
"340270420003","NJ1424001","Low"
"340270421001","NJ1424001","Low"
"340270421002","NJ1424001","Low"
"340270422001","NJ1424001","Low"
"340270422002","NJ1424001","Low"
"340270422003","NJ1424001","Low"
"340270422004","NJ1424001","Low"
"340270423011","NJ1424001","Low"
"340270423012","NJ1424001","Low"
"340270423021","NJ1424001","Low"
"340270423022","NJ1424001","Low"
"340270425002","NJ1417001","Low"
"340270426001","NJ0712001","Low"
"340270426001","NJ1417001","Low"
"340270426002","NJ0710001","Low"
"340270426002","NJ0712001","Low"
"340270426003","NJ0710001","Low"
"340270427001","NJ0712001","Low"
"340270428001","NJ0712001","Low"
"340270428003","NJ0712001","Low"
"340270429001","NJ1417001","Low"
"340270429002","NJ1417001","Low"
"340270429003","NJ1417001","Low"
"340270430001","NJ1417001","Low"
"340270430002","NJ1417001","Low"
"340270430003","NJ1417001","Low"
"340270430004","NJ1417001","Low"
"340270431001","NJ1417001","Low"
"340270431002","NJ1417001","Low"
"340270431003","NJ0712001","Low"
"340270431003","NJ1417001","Low"
"340270432001","NJ0712001","Low"
"340270432001","NJ1417001","Low"
"340270432001","NJ1424001","Low"
"340270432002","NJ1417001","Low"
"340270432003","NJ0712001","Low"
"340270432003","NJ1417001","Low"
"340270432003","NJ1424001","Low"
"340270433011","NJ1424001","Low"
"340270433012","NJ1424001","Low"
"340270433021","NJ1424001","Low"
"340270433022","NJ1424001","Low"
"340270433031","NJ1424001","Low"
"340270433032","NJ1424001","Low"
"340270434011","NJ1424001","Low"
"340270434012","NJ1424001","Low"
"340270434013","NJ1424001","Low"
"340270434014","NJ1424001","Low"
"340270434015","NJ1424001","Low"
"340270434021","NJ1424001","Low"
"340270434022","NJ1424001","Low"
"340270434023","NJ1424001","Low"
"340270434024","NJ1424001","Low"
"340270435001","NJ1424001","Moderate-High"
"340270435002","NJ1424001","Moderate-High"
"340270436001","NJ1424001","Low"
"340270436002","NJ1424001","Low"
"340270436003","NJ1424001","Low"
"340270437001","NJ1424001","Low"
"340270437002","NJ1424001","Low"
"340270437003","NJ1424001","Low"
"340270438001","NJ1424001","Low-Moderate"
"340270438002","NJ1424001","Low-Moderate"
"340270438003","NJ1424001","Low-Moderate"
"340270438004","NJ1424001","Low-Moderate"
"340270439001","NJ0712001","Low"
"340270439002","NJ0712001","Low"
"340270440001","NJ0712001","Low"
"340270440002","NJ0712001","Low"
"340270440003","NJ0712001","Low"
"340270440004","NJ0712001","Low"
"340270440004","NJ1424001","Low"
"340270441011","NJ0712001","Low"
"340270441012","NJ0712001","Low"
"340270441021","NJ0712001","Low"
"340270441022","NJ0712001","Low"
"340270441023","NJ0712001","Low"
"340270442001","NJ1424001","Low"
"340270442002","NJ0712001","Low"
"340270442002","NJ1424001","Low"
"340270443001","NJ1434001","Low"
"340270443002","NJ1434001","Low"
"340270443003","NJ1408001","Low"
"340270443003","NJ1434001","Low"
"340270443004","NJ1434001","Low"
"340270443005","NJ1434001","Low"
"340270444031","NJ1408001","Low"
"340270444031","NJ1435002","Low"
"340270444032","NJ1435002","Low"
"340270444041","NJ1434001","Low"
"340270444041","NJ1435002","Low"
"340270444042","NJ1435002","Low"
"340270445011","NJ1434001","Low"
"340270445011","NJ1435002","Low"
"340270445012","NJ1435002","Low"
"340270445012","NJ1439001","Low"
"340270445013","NJ1435002","Low"
"340270445021","NJ1434001","Low"
"340270445021","NJ1435002","Low"
"340270445022","NJ1434001","Low"
"340270445022","NJ1435002","Low"
"340270445023","NJ1434001","Low"
"340270450001","NJ1439001","Moderate-High"
"340270451001","NJ1435002","Low-Moderate"
"340270451001","NJ1439001","Low-Moderate"
"340270451002","NJ1435002","Low-Moderate"
"340270451002","NJ1439001","Low-Moderate"
"340270451003","NJ1420001","Low-Moderate"
"340270451003","NJ1439001","Low-Moderate"
"340270451004","NJ1439001","Low-Moderate"
"340270451005","NJ1439001","Low-Moderate"
"340270452001","NJ1420001","Low-Moderate"
"340270452001","NJ1439001","Low-Moderate"
"340270452002","NJ1420001","Low-Moderate"
"340270452002","NJ1432003","Low-Moderate"
"340270452003","NJ1420001","Low-Moderate"
"340270453001","NJ1420001","Low"
"340270453001","NJ1436004","Low"
"340270453002","NJ1432003","Low"
"340270453002","NJ1436004","Low"
"340270453003","NJ1436004","Low"
"340270453004","NJ1436004","Low"
"340270454011","NJ1436003","Low-Moderate"
"340270454012","NJ1426004","Low-Moderate"
"340270454012","NJ1436003","Low-Moderate"
"340270454012","NJ1436004","Low-Moderate"
"340270454021","NJ1436003","Low-Moderate"
"340270454022","NJ1436003","Low-Moderate"
"340270454023","NJ1436003","Low-Moderate"
"340270454024","NJ1436003","Low-Moderate"
"340270454024","NJ1436004","Low-Moderate"
"340270455012","NJ1432003","Low"
"340270455013","NJ1432003","Low"
"340270455021","NJ1436004","Low"
"340270455022","NJ1436004","Low"
"340270456031","NJ1432003","Low"
"340270456032","NJ1432003","Low"
"340270456033","NJ1432003","Low"
"340270457011","NJ1432003","Low"
"340270457012","NJ1432003","Low"
"340270457031","NJ1432003","Low"
"340270457032","NJ1432003","Low"
"340270457041","NJ1432003","Low"
"340270457042","NJ1432003","Low"
"340270457043","NJ1432003","Low"
"340270458041","NJ0712001","Low"
"340270458041","NJ1424001","Low"
"340270458042","NJ0712001","Low"
"340270458042","NJ1424001","Low"
"340270458043","NJ0712001","Low"
"340270459011","NJ0712001","Low"
"340270460001","NJ1428001","Low-Moderate"
"340270460002","NJ1427017","Low-Moderate"
"340270460002","NJ1428001","Low-Moderate"
"340270460002","NJ1919001","Low-Moderate"
"340270461031","NJ1427005","Low"
"340270461032","NJ1427005","Low"
"340270461033","NJ1427005","Low"
"340270461033","NJ1436004","Low"
"340270461041","NJ1427005","Low-Moderate"
"340270461041","NJ1427015","Low-Moderate"
"340270461042","NJ1427015","Low-Moderate"
"340270461042","NJ2108001","Low-Moderate"
"340270461043","NJ1427005","Low-Moderate"
"340270461043","NJ1427015","Low-Moderate"
"340270461051","NJ1427008","Low-Moderate"
"340270461052","NJ1427007","Low-Moderate"
"340270461052","NJ1427017","Low-Moderate"
"340270461053","NJ1427008","Low-Moderate"
"340270461061","NJ1427017","Low"
"340270461061","NJ2108001","Low"
"340270461062","NJ1427006","Low"
"340270461063","NJ1427015","Low"
"340270461063","NJ1427017","Low"
"340270461063","NJ1428001","Low"
"340270462011","NJ1438004","Low"
"340270462011","NJ2108001","Low"
"340270462012","NJ1438004","Low"
"340270462012","NJ2108001","Low"
"340270462013","NJ1438004","Low"
"340270462021","NJ1438004","Low"
"340270462022","NJ1438004","Low"
"340270462971","NJ2108001","Low"
"340270463001","NJ1432003","Low"
"340270463002","NJ1432003","Low"
"340270463003","NJ1432003","Low"
"340270464001","NJ0712001","Low"
"340270464002","NJ0712001","Low"
"340270464003","NJ0712001","Low"
"340297101001","NJ1308001","Low"
"340297101001","NJ1525001","Low"
"340297101002","NJ1525001","Low"
"340297101003","NJ1525001","Low"
"340297101004","NJ1525001","Low"
"340297111001","NJ1525001","Low"
"340297111002","NJ1345001","Low"
"340297111003","NJ1345001","Low"
"340297111003","NJ1525001","Low"
"340297112001","NJ1308001","Low"
"340297112002","NJ1506001","Low"
"340297112003","NJ1308001","Low"
"340297114001","NJ1345001","Low"
"340297120001","NJ1345001","Low"
"340297120002","NJ1345001","Low"
"340297130001","NJ1506001","Low"
"340297130002","NJ1506001","Low"
"340297130003","NJ1506001","Low"
"340297131001","NJ1308001","Low"
"340297131001","NJ1506001","Low"
"340297131002","NJ1506001","Low"
"340297131003","NJ1506001","Low"
"340297132011","NJ1506001","Low"
"340297132012","NJ1506001","Low"
"340297132021","NJ1506001","Low"
"340297132022","NJ1506001","Low"
"340297132031","NJ1506001","Low-Moderate"
"340297132032","NJ1506001","Low-Moderate"
"340297133001","NJ1506001","Low-Moderate"
"340297133002","NJ1506001","Low-Moderate"
"340297133003","NJ1506001","Low-Moderate"
"340297134011","NJ1506001","Low"
"340297134012","NJ1506001","Low"
"340297134012","NJ1514002","Low"
"340297134013","NJ1506001","Low"
"340297134014","NJ1506001","Low"
"340297134021","NJ1506001","Low-Moderate"
"340297134021","NJ1514002","Low-Moderate"
"340297134022","NJ1506001","Low-Moderate"
"340297135001","NJ1506001","Low"
"340297135002","NJ1506001","Low"
"340297136001","NJ1506001","Low"
"340297136002","NJ1506001","Low"
"340297137001","NJ1506001","Low"
"340297137002","NJ1506001","Low"
"340297138001","NJ1345001","Low"
"340297138001","NJ1506001","Low"
"340297138002","NJ1506001","Low"
"340297139001","NJ1506001","Low-Moderate"
"340297139002","NJ1506001","Low-Moderate"
"340297139003","NJ1506001","Low-Moderate"
"340297139004","NJ1506001","Low-Moderate"
"340297140001","NJ1506001","Low"
"340297140002","NJ1506001","Low"
"340297140003","NJ1506001","Low"
"340297140003","NJ1514002","Low"
"340297140004","NJ1506001","Low"
"340297140004","NJ1514002","Low"
"340297140005","NJ1506001","Low"
"340297140005","NJ1514002","Low"
"340297140006","NJ1506001","Low"
"340297141001","NJ1506001","Low-Moderate"
"340297141001","NJ1514002","Low-Moderate"
"340297141002","NJ1506001","Low-Moderate"
"340297142001","NJ1506001","Low"
"340297142002","NJ1506001","Low"
"340297142003","NJ1506001","Low"
"340297142004","NJ1506001","Low"
"340297142005","NJ1506001","Low"
"340297143001","NJ1506001","Low"
"340297143002","NJ1506001","Low"
"340297143003","NJ1506001","Low"
"340297144001","NJ1345001","Low"
"340297144002","NJ1345001","Low"
"340297150001","NJ1345001","Moderate-High"
"340297150001","NJ1514002","Moderate-High"
"340297150002","NJ1506001","Moderate-High"
"340297150002","NJ1514002","Moderate-High"
"340297150003","NJ1514002","Moderate-High"
"340297150004","NJ1506001","Moderate-High"
"340297150004","NJ1514002","Moderate-High"
"340297152001","NJ1345001","Moderate-High"
"340297152001","NJ1514002","Moderate-High"
"340297152002","NJ1345001","Moderate-High"
"340297152003","NJ1345001","unknown"
"340297152003","NJ1514002","unknown"
"340297153011","NJ1345001","Moderate-High"
"340297153012","NJ1345001","Moderate-High"
"340297153013","NJ1345001","unknown"
"340297153014","NJ1345001","Moderate-High"
"340297153021","NJ1345001","Moderate-High"
"340297153022","NJ1345001","Moderate-High"
"340297153023","NJ1345001","Moderate-High"
"340297154011","NJ1345001","Moderate-High"
"340297154012","NJ1345001","Moderate-High"
"340297154013","NJ1345001","Moderate-High"
"340297154021","NJ1345001","Moderate-High"
"340297154022","NJ1345001","High"
"340297154023","NJ1345001","Moderate-High"
"340297155001","NJ1345001","Moderate-High"
"340297155002","NJ1345001","Moderate-High"
"340297155003","NJ1345001","Moderate-High"
"340297156001","NJ1345001","Moderate-High"
"340297156001","NJ1514002","Moderate-High"
"340297156002","NJ1345001","unknown"
"340297157001","NJ1345001","Moderate-High"
"340297157002","NJ1345001","Moderate-High"
"340297158001","NJ1345001","Moderate-High"
"340297158001","NJ1506001","Moderate-High"
"340297158001","NJ1514002","Moderate-High"
"340297159011","NJ1345001","Moderate-High"
"340297159011","NJ1514002","Moderate-High"
"340297159021","NJ1514002","Low-Moderate"
"340297159022","NJ1514002","Low-Moderate"
"340297159023","NJ1514002","Low-Moderate"
"340297160001","NJ1514002","Low-Moderate"
"340297160002","NJ1514002","Low-Moderate"
"340297160003","NJ1506001","Low-Moderate"
"340297160003","NJ1514002","Low-Moderate"
"340297170011","NJ1345001","Low"
"340297170011","NJ1511001","Low"
"340297170012","NJ1511001","Low"
"340297170013","NJ1511001","Low"
"340297170021","NJ1511001","Low-Moderate"
"340297170022","NJ1511001","Low-Moderate"
"340297171011","NJ1511001","Low"
"340297171012","NJ1511001","Low"
"340297171013","NJ1511001","Low"
"340297171021","NJ1511001","Low"
"340297172002","NJ1511001","Low"
"340297172003","NJ1511001","Low"
"340297172004","NJ1511001","Low"
"340297173001","NJ1511001","Low"
"340297174001","NJ1511001","Low"
"340297174002","NJ1511001","Low"
"340297174003","NJ1511001","Low"
"340297175011","NJ1511001","Low-Moderate"
"340297175012","NJ1511001","Low-Moderate"
"340297175013","NJ1511001","Low-Moderate"
"340297175014","NJ1511001","Low-Moderate"
"340297175021","NJ1511001","Low"
"340297175022","NJ1511001","Low"
"340297175023","NJ1511001","Low"
"340297201011","NJ1518005","Low-Moderate"
"340297202021","NJ1507005","Moderate-High"
"340297202021","NJ1518005","Low-Moderate"
"340297202022","NJ1518005","Low-Moderate"
"340297202023","NJ1518005","Low-Moderate"
"340297202031","NJ1518005","Low"
"340297202032","NJ1518005","Low"
"340297202041","NJ1518005","Low-Moderate"
"340297202042","NJ1518005","Low-Moderate"
"340297202043","NJ1507005","Low-Moderate"
"340297202043","NJ1518005","Low-Moderate"
"340297202051","NJ1518005","Low"
"340297202052","NJ1518005","Low"
"340297202053","NJ1518005","Low"
"340297202061","NJ1507005","Low"
"340297202061","NJ1518005","Low"
"340297202062","NJ1518005","Low"
"340297210001","NJ1513001","Low-Moderate"
"340297210001","NJ1518005","Low-Moderate"
"340297210002","NJ1513001","Low-Moderate"
"340297210003","NJ1513001","Low-Moderate"
"340297220011","NJ1507005","Low"
"340297220012","NJ1507005","Low"
"340297220012","NJ1518005","Low"
"340297220013","NJ1507005","Low"
"340297220021","NJ1507005","Low-Moderate"
"340297220022","NJ1507005","Moderate-High"
"340297220023","NJ1507005","Moderate-High"
"340297220023","NJ1518005","Low-Moderate"
"340297220024","NJ1507005","Low-Moderate"
"340297221001","NJ1507005","Low"
"340297221002","NJ1507005","Low"
"340297221003","NJ1507005","Low"
"340297222001","NJ1507005","Moderate-High"
"340297222002","NJ1507005","Moderate-High"
"340297222003","NJ1507005","Moderate-High"
"340297223001","NJ1507005","Low"
"340297223002","NJ1507005","Low"
"340297224011","NJ1506001","Low"
"340297224011","NJ1507005","Low-Moderate"
"340297224012","NJ1507005","Low"
"340297224013","NJ1507005","Low"
"340297224014","NJ1507005","Low"
"340297224021","NJ1507005","Low"
"340297224022","NJ1507005","Low"
"340297224023","NJ1507005","Low"
"340297225001","NJ1345001","Low-Moderate"
"340297225002","NJ1345001","Low-Moderate"
"340297225003","NJ1345001","Low-Moderate"
"340297225003","NJ1515001","Low-Moderate"
"340297226001","NJ1507005","Low"
"340297226002","NJ1507005","Low"
"340297226003","NJ1507005","Low"
"340297227011","NJ1507005","Low"
"340297227012","NJ1507005","Low"
"340297227013","NJ1507005","Low"
"340297227021","NJ1507005","Low"
"340297227022","NJ1507005","Low"
"340297227023","NJ1507005","Low"
"340297228001","NJ1507005","Low-Moderate"
"340297228002","NJ1507005","Moderate-High"
"340297229001","NJ1507005","Low-Moderate"
"340297229002","NJ1507005","Moderate-High"
"340297230001","NJ1507005","Low-Moderate"
"340297230002","NJ1507005","Low"
"340297230003","NJ1507005","Low"
"340297230004","NJ1507005","Low"
"340297231001","NJ1507005","Low"
"340297231002","NJ1507005","Low"
"340297231003","NJ1507005","Low-Moderate"
"340297232001","NJ1507005","Low"
"340297232002","NJ1507005","Low"
"340297232003","NJ1507005","Low"
"340297233001","NJ1507005","Low-Moderate"
"340297233002","NJ1507005","Low-Moderate"
"340297233003","NJ1507005","Low-Moderate"
"340297233004","NJ1507005","Low-Moderate"
"340297234001","NJ1507005","Low"
"340297234002","NJ1507005","Low"
"340297235001","NJ1507005","Low-Moderate"
"340297235001","NJ1510001","Low-Moderate"
"340297235002","NJ1507005","Low-Moderate"
"340297235002","NJ1510001","Low-Moderate"
"340297236001","NJ1507005","Low"
"340297236002","NJ1507005","Low"
"340297236002","NJ1510001","Low"
"340297240001","NJ1507005","Low-Moderate"
"340297240002","NJ1507005","Low-Moderate"
"340297240003","NJ1507005","Low-Moderate"
"340297250011","NJ1507005","Low"
"340297260001","NJ1507005","Low"
"340297260001","NJ1510001","Low"
"340297270010","NJ1515001","unknown"
"340297270011","NJ1345001","Low"
"340297270011","NJ1515001","Low"
"340297270012","NJ1515001","Low"
"340297270013","NJ1515001","Low"
"340297270021","NJ1515001","Low"
"340297270021","NJ1526001","Low"
"340297270022","NJ1526001","Low"
"340297280002","NJ1527001","Low-Moderate"
"340297280003","NJ1527001","Low-Moderate"
"340297280004","NJ1526001","Low-Moderate"
"340297280004","NJ1527001","Low-Moderate"
"340297280005","NJ1526001","Low-Moderate"
"340297280006","NJ1526001","Low-Moderate"
"340297280007","NJ1526001","Low-Moderate"
"340297280007","NJ1527001","Moderate-High"
"340297300001","NJ1522001","Low"
"340297300002","NJ1522001","Low"
"340297310011","NJ1505002","Low"
"340297310012","NJ1505002","Low"
"340297310021","NJ1505002","Low"
"340297311011","NJ1505002","Low-Moderate"
"340297311011","NJ1522001","Low-Moderate"
"340297311012","NJ1505002","Low-Moderate"
"340297311021","NJ1505002","Low-Moderate"
"340297311021","NJ1522001","Low-Moderate"
"340297311022","NJ1505002","Low-Moderate"
"340297311023","NJ1505002","Low-Moderate"
"340297312011","NJ1507005","High"
"340297312012","NJ1507005","High"
"340297312013","NJ1507005","High"
"340297312014","NJ1507005","High"
"340297312021","NJ1507005","Moderate-High"
"340297312022","NJ1507005","Low-Moderate"
"340297312023","NJ1507005","Moderate-High"
"340297312024","NJ1507005","Moderate-High"
"340297312031","NJ1507005","Moderate-High"
"340297312032","NJ1507005","Moderate-High"
"340297312041","NJ1507005","Moderate-High"
"340297312042","NJ1507005","Low-Moderate"
"340297312051","NJ1507005","High"
"340297312052","NJ1507005","High"
"340297312053","NJ1507005","High"
"340297312061","NJ1507005","Moderate-High"
