"GEOID","pwsid","burden"
"060375004043","CA1910125","Low-Moderate"
"060375004044","CA1910039","Low-Moderate"
"060375005001","CA1910039","Low-Moderate"
"060375005001","CA1910125","Low-Moderate"
"060375006003","CA1910125","Low-Moderate"
"060375006004","CA1910125","Low-Moderate"
"060375006005","CA1910125","Low-Moderate"
"060375007001","CA1910125","Low-Moderate"
"060375007002","CA1910125","Low-Moderate"
"060375007003","CA1910125","Low-Moderate"
"060375007004","CA1910125","Low-Moderate"
"060375007005","CA1910125","Low-Moderate"
"060375007006","CA1910125","Low-Moderate"
"060375008001","CA1910039","Low-Moderate"
"060375008001","CA1910125","Low-Moderate"
"060375008002","CA1910125","Moderate-High"
"060375008003","CA1910125","Low-Moderate"
"060375008004","CA1910125","Low-Moderate"
"060375009001","CA1910039","Moderate-High"
"060375009001","CA1910125","Moderate-High"
"060375009002","CA1910125","Moderate-High"
"060375009003","CA1910125","Moderate-High"
"060375009004","CA1910125","High"
"060375010011","CA1910039","Low-Moderate"
"060375010012","CA1910039","Low-Moderate"
"060375010013","CA1910039","Low-Moderate"
"060375010021","CA1910039","Low"
"060375010021","CA1910173","Low"
"060375010022","CA1910039","Low"
"060375010022","CA1910173","Low"
"060375010023","CA1910039","Low"
"060375010024","CA1910039","Low"
"060375010025","CA1910039","Low"
"060375012001","CA1910173","Low"
"060375012002","CA1910039","Low"
"060375012002","CA1910173","Low"
"060375013001","CA1910173","Low-Moderate"
"060375013002","CA1910173","Low-Moderate"
"060375013003","CA1910173","Low-Moderate"
"060375013004","CA1910173","Low-Moderate"
"060375013005","CA1910039","Low-Moderate"
"060375013005","CA1910173","Low-Moderate"
"060375013006","CA1910173","Low-Moderate"
"060375014001","CA1910173","Moderate-High"
"060375014002","CA1910039","Moderate-High"
"060375014002","CA1910173","Moderate-High"
"060375014003","CA1910173","Moderate-High"
"060375015011","CA1910173","Low-Moderate"
"060375015031","CA1910173","Moderate-High"
"060375015032","CA1910173","Moderate-High"
"060375015033","CA1910173","Moderate-High"
"060375015034","CA1910173","Moderate-High"
"060375015041","CA1910173","Moderate-High"
"060375015042","CA1910173","Moderate-High"
"060375015043","CA1910173","Moderate-High"
"060375016001","CA1910039","Low-Moderate"
"060375016001","CA1910173","Low-Moderate"
"060375016001","CA1910174","Low-Moderate"
"060375016002","CA1910173","Low-Moderate"
"060375016003","CA1910173","Low-Moderate"
"060375016004","CA1910173","Low-Moderate"
"060375016004","CA1910174","Low-Moderate"
"060375016005","CA1910173","Low-Moderate"
"060375017001","CA1910173","Low"
"060375017001","CA1910174","Low"
"060375017002","CA1910173","Low"
"060375017002","CA1910174","Low"
"060375017003","CA1910173","Low"
"060375017003","CA1910174","Low"
"060375017004","CA1910173","Low"
"060375018021","CA1910173","Low-Moderate"
"060375018022","CA1910173","Low-Moderate"
"060375018023","CA1910173","Low-Moderate"
"060375018031","CA1910173","Moderate-High"
"060375018031","CA1910174","Moderate-High"
"060375018032","CA1910173","Moderate-High"
"060375018041","CA1910173","Moderate-High"
"060375018041","CA1910174","Moderate-High"
"060375018042","CA1910173","Moderate-High"
"060375019001","CA1910173","Low-Moderate"
"060375019001","CA1910174","Low-Moderate"
"060375019002","CA1910173","Low-Moderate"
"060375019002","CA1910174","Low-Moderate"
"060375019003","CA1910173","Low-Moderate"
"060375019003","CA1910174","Low-Moderate"
"060375019004","CA1910173","Low-Moderate"
"060375019004","CA1910174","Low-Moderate"
"060375020031","CA1910173","Moderate-High"
"060375020031","CA1910174","Moderate-High"
"060375020032","CA1910174","Moderate-High"
"060375020041","CA1910174","Moderate-High"
"060375020041","CA1910245","Moderate-High"
"060375020042","CA1910039","Moderate-High"
"060375020042","CA1910174","Moderate-High"
"060375020042","CA1910245","Moderate-High"
"060375020051","CA1910174","Moderate-High"
"060375020052","CA1910173","Moderate-High"
"060375020052","CA1910174","Moderate-High"
"060375020053","CA1910174","Moderate-High"
"060375021001","CA1910039","Low-Moderate"
"060375021001","CA1910174","Low-Moderate"
"060375021002","CA1910039","Low-Moderate"
"060375021002","CA1910173","Low-Moderate"
"060375021002","CA1910174","Low-Moderate"
"060375021003","CA1910039","Low-Moderate"
"060375021003","CA1910173","Low-Moderate"
"060375021003","CA1910174","Low-Moderate"
"060375022001","CA1910039","Low-Moderate"
"060375022002","CA1910039","Low-Moderate"
"060375022003","CA1910039","Low-Moderate"
"060375022004","CA1910039","Low-Moderate"
"060375022005","CA1910039","Moderate-High"
"060375023011","CA1910039","Low-Moderate"
"060375023012","CA1910039","Low-Moderate"
"060375023013","CA1910039","Low-Moderate"
"060375023014","CA1910039","Low-Moderate"
"060375023015","CA1910039","Low-Moderate"
"060375023021","CA1910039","Moderate-High"
"060375023021","CA1910245","Moderate-High"
"060375024011","CA1910125","Low-Moderate"
"060375024012","CA1910125","Low-Moderate"
"060375024013","CA1910125","Low-Moderate"
"060375024023","CA1910125","Low-Moderate"
"060375025001","CA1910245","Low-Moderate"
"060375025002","CA1910125","Low-Moderate"
"060375025002","CA1910245","Low-Moderate"
"060375026011","CA1910245","Low"
"060375026013","CA1910245","Low"
"060375026021","CA1910125","Low-Moderate"
"060375026021","CA1910245","Moderate-High"
"060375027001","CA1910039","Low"
"060375027001","CA1910245","Low"
"060375027002","CA1910039","Low"
"060375027002","CA1910245","Low"
"060375027003","CA1910245","Low"
"060375027004","CA1910039","Low"
"060375027004","CA1910245","Low"
"060375027005","CA1910039","Low"
"060375027005","CA1910245","Low"
"060375028011","CA1910245","Low-Moderate"
"060375028012","CA1910245","Low-Moderate"
"060375028013","CA1910191","Low-Moderate"
"060375028013","CA1910245","Low-Moderate"
"060375028014","CA1910245","Low-Moderate"
"060375028015","CA1910245","Low-Moderate"
"060375028021","CA1910098","Moderate-High"
"060375028021","CA1910245","High"
"060375028022","CA1910098","Moderate-High"
"060375028022","CA1910245","Moderate-High"
"060375029011","CA1910174","Low"
"060375029012","CA1910098","Low"
"060375029012","CA1910101","Low"
"060375029012","CA1910174","Low"
"060375029012","CA1910245","Low"
"060375029013","CA1910174","Low"
"060375029021","CA1910174","Moderate-High"
"060375029021","CA1910245","Moderate-High"
"060375029022","CA1910098","Moderate-High"
"060375029022","CA1910101","Moderate-High"
"060375029022","CA1910174","Moderate-High"
"060375029022","CA1910245","Moderate-High"
"060375029023","CA1910098","Moderate-High"
"060375029023","CA1910101","High"
"060375030001","CA1910098","Moderate-High"
"060375030001","CA1910245","Moderate-High"
"060375030002","CA1910098","Moderate-High"
"060375030002","CA1910245","Moderate-High"
"060375030003","CA1910098","Moderate-High"
"060375030003","CA1910245","Moderate-High"
"060375031031","CA1910059","Low-Moderate"
"060375031031","CA1910098","Low-Moderate"
"060375031031","CA1910101","Low-Moderate"
"060375031032","CA1910059","Low-Moderate"
"060375031032","CA1910098","Low-Moderate"
"060375031033","CA1910059","Low-Moderate"
"060375031033","CA1910098","Low-Moderate"
"060375031034","CA1910059","Low-Moderate"
"060375031034","CA1910098","Low-Moderate"
"060375031041","CA1910098","Moderate-High"
"060375031042","CA1910059","Moderate-High"
"060375031042","CA1910098","Moderate-High"
"060375031042","CA1910245","Moderate-High"
"060375031051","CA1910059","Low-Moderate"
"060375031051","CA1910098","Low-Moderate"
"060375031051","CA1910245","Low-Moderate"
"060375031052","CA1910059","Low-Moderate"
"060375031052","CA1910101","Low-Moderate"
"060375031061","CA1910059","Low-Moderate"
"060375031061","CA1910101","Low-Moderate"
"060375031062","CA1910059","Low-Moderate"
"060375031062","CA1910101","Low-Moderate"
"060375031063","CA1910059","Low-Moderate"
"060375031063","CA1910101","Moderate-High"
"060375032011","CA1910059","Low"
"060375032011","CA1910101","Low"
"060375032012","CA1910101","Low"
"060375032013","CA1910101","Low"
"060375032021","CA1910101","Moderate-High"
"060375032021","CA1910174","Low-Moderate"
"060375032022","CA1910098","Low-Moderate"
"060375032022","CA1910101","Low-Moderate"
"060375032022","CA1910174","Low-Moderate"
"060375032023","CA1910101","Low-Moderate"
"060375032023","CA1910174","Low-Moderate"
"060375033011","CA1910174","Low"
"060375033012","CA1910174","Low"
"060375033013","CA1910174","Low"
"060375033014","CA1910174","Low"
"060375033021","CA1910174","Low-Moderate"
"060375033022","CA1910101","Low-Moderate"
"060375033022","CA1910174","Low-Moderate"
"060375033023","CA1910101","Moderate-High"
"060375033023","CA1910174","Low-Moderate"
"060375034011","CA1910174","Low"
"060375034011","CA3010018","Low"
"060375034012","CA1910174","Low"
"060375034012","CA3010018","Low"
"060375034013","CA1910174","Low"
"060375034014","CA1910174","Low"
"060375034015","CA1910174","Low"
"060375034021","CA1910174","Low"
"060375034022","CA1910174","Low"
"060375034023","CA1910174","Low"
"060375035011","CA1910174","Moderate-High"
"060375035012","CA1910101","Moderate-High"
"060375035012","CA1910174","Moderate-High"
"060375035013","CA1910059","Moderate-High"
"060375035013","CA1910101","Moderate-High"
"060375035013","CA1910174","Moderate-High"
"060375035021","CA1910174","Low"
"060375035022","CA1910174","Low"
"060375035023","CA1910174","Low"
"060375035024","CA1910174","Low"
"060375036011","CA1910174","Low"
"060375036012","CA1910059","Low-Moderate"
"060375036012","CA1910174","Low"
"060375036013","CA1910059","Low"
"060375036013","CA1910101","Low"
"060375036021","CA1910059","Low"
"060375036021","CA1910174","Low"
"060375036022","CA1910059","Low"
"060375036022","CA1910174","Low"
"060375037011","CA1910059","Moderate-High"
"060375037011","CA1910174","Low-Moderate"
"060375037012","CA1910059","Low-Moderate"
"060375037012","CA1910174","Low-Moderate"
"060375037021","CA1910059","Low-Moderate"
"060375037021","CA1910174","Low-Moderate"
"060375037021","CA3010018","Low-Moderate"
"060375037022","CA1910059","Low-Moderate"
"060375037031","CA1910059","Low-Moderate"
"060375037031","CA3010010","Low"
"060375037031","CA3010018","Low"
"060375037032","CA1910059","Low"
"060375037032","CA3010018","Low"
"060375037033","CA1910059","Low"
"060375038011","CA1910059","Low"
"060375038012","CA1910059","Low"
"060375038012","CA3010003","Low"
"060375038013","CA1910059","Low"
"060375038014","CA1910059","Low"
"060375038014","CA3010003","Low"
"060375038021","CA1910059","Low"
"060375038022","CA1910059","Low"
"060375038023","CA1910059","Low"
"060375039011","CA1910059","Low"
"060375039012","CA1910059","Low"
"060375039012","CA3010003","Low"
"060375039021","CA1910059","Low"
"060375039022","CA1910019","Low"
"060375039022","CA1910059","Low"
"060375039022","CA3010003","Low"
"060375039023","CA1910059","Low"
"060375039024","CA1910059","Low"
"060375040011","CA1910059","Low"
"060375040012","CA1910059","Low"
"060375040013","CA1910059","Low"
"060375040021","CA1910059","Low"
"060375040021","CA1910101","Low"
"060375040022","CA1910059","Low-Moderate"
"060375040023","CA1910059","Low"
"060375040024","CA1910059","Low"
"060375040025","CA1910059","Low"
"060375041011","CA1910059","Moderate-High"
"060375041011","CA1910098","Moderate-High"
"060375041011","CA1910245","Moderate-High"
"060375041012","CA1910059","Moderate-High"
"060375041012","CA1910098","Moderate-High"
"060375041013","CA1910059","Moderate-High"
"060375041013","CA1910245","Moderate-High"
"060375041021","CA1910019","unknown"
"060375041021","CA1910059","unknown"
"060375041021","CA1910098","unknown"
"060375041021","CA1910191","unknown"
"060375041021","CA1910211","unknown"
"060375041021","CA1910245","unknown"
"060375300031","CA1910039","Low"
"060375300031","CA1910189","Low"
"060375300032","CA1910039","Low"
"060375300032","CA1910189","Low"
"060375300041","CA1910039","Moderate-High"
"060375300041","CA1910189","Moderate-High"
"060375300042","CA1910039","Moderate-High"
"060375300042","CA1910189","Moderate-High"
"060375300051","CA1910039","Low"
"060375300051","CA1910092","Low"
"060375300051","CA1910189","Low"
"060375300052","CA1910039","Low"
"060375300052","CA1910092","Low"
"060375300052","CA1910189","Low"
"060375302021","CA1910036","Low-Moderate"
"060375302021","CA1910092","Low-Moderate"
"060375302022","CA1910092","Low-Moderate"
"060375302023","CA1910036","Low-Moderate"
"060375302031","CA1910092","Moderate-High"
"060375302032","CA1910039","Moderate-High"
"060375302032","CA1910189","Moderate-High"
"060375303011","CA1910036","Moderate-High"
"060375303012","CA1910036","Moderate-High"
"060375303021","CA1910036","Moderate-High"
"060375303022","CA1910036","Moderate-High"
"060375303023","CA1910036","Moderate-High"
"060375303024","CA1910036","Moderate-High"
"060375304001","CA1910036","Moderate-High"
"060375304002","CA1910036","Moderate-High"
"060375305001","CA1910036","Moderate-High"
"060375305001","CA1910092","Moderate-High"
"060375305002","CA1910036","Moderate-High"
"060375305003","CA1910036","Moderate-High"
"060375305004","CA1910036","Moderate-High"
"060375306011","CA1910036","Moderate-High"
"060375306012","CA1910036","Moderate-High"
"060375306021","CA1910036","Moderate-High"
"060375306021","CA1910092","Moderate-High"
"060375307001","CA1910036","Low-Moderate"
"060375307001","CA1910067","Low-Moderate"
"060375308011","CA1910036","Moderate-High"
"060375308012","CA1910036","Moderate-High"
"060375308012","CA1910067","Moderate-High"
"060375308013","CA1910036","Moderate-High"
"060375308014","CA1910036","Moderate-High"
"060375308021","CA1910036","Low-Moderate"
"060375308022","CA1910036","Low-Moderate"
"060375309011","CA1910036","Moderate-High"
"060375309011","CA1910067","Moderate-High"
"060375309012","CA1910036","Moderate-High"
"060375309012","CA1910067","Moderate-High"
"060375309013","CA1910036","Moderate-High"
"060375309021","CA1910036","Moderate-High"
"060375309022","CA1910036","Moderate-High"
"060375310001","CA1910036","Moderate-High"
"060375310002","CA1910036","Moderate-High"
"060375310003","CA1910036","Moderate-High"
"060375310003","CA1910092","Moderate-High"
"060375311011","CA1910036","Moderate-High"
"060375311011","CA1910067","Moderate-High"
"060375311012","CA1910036","Moderate-High"
"060375311013","CA1910036","Moderate-High"
"060375311013","CA1910067","Moderate-High"
"060375311014","CA1910036","Moderate-High"
"060375311021","CA1910036","Moderate-High"
"060375311022","CA1910036","Moderate-High"
"060375312011","CA1910036","Moderate-High"
"060375312012","CA1910036","Moderate-High"
"060375312021","CA1910036","Moderate-High"
"060375312022","CA1910036","Moderate-High"
"060375313011","CA1910036","Moderate-High"
"060375313011","CA1910050","High"
"060375313012","CA1910036","Moderate-High"
"060375313013","CA1910036","Moderate-High"
"060375313014","CA1910036","Moderate-High"
"060375313021","CA1910036","Moderate-High"
"060375313021","CA1910050","Moderate-High"
"060375313022","CA1910036","Moderate-High"
"060375313023","CA1910036","Moderate-High"
"060375313023","CA1910050","Moderate-High"
"060375313024","CA1910036","Moderate-High"
"060375313024","CA1910050","Moderate-High"
"060375313025","CA1910036","Moderate-High"
"060375313025","CA1910050","Moderate-High"
"060375315021","CA1910036","Moderate-High"
"060375315021","CA1910050","Moderate-High"
"060375315022","CA1910036","Moderate-High"
"060375315023","CA1910036","Moderate-High"
"060375315024","CA1910036","Moderate-High"
"060375315031","CA1910036","Moderate-High"
"060375315032","CA1910036","Moderate-High"
"060375315041","CA1910036","Moderate-High"
"060375315042","CA1910036","Moderate-High"
"060375316021","CA1910036","Moderate-High"
"060375316022","CA1910036","Moderate-High"
"060375316022","CA1910050","High"
"060375316023","CA1910036","Moderate-High"
"060375316031","CA1910036","Moderate-High"
"060375316032","CA1910036","Moderate-High"
"060375316041","CA1910036","Moderate-High"
"060375316042","CA1910036","Moderate-High"
"060375317011","CA1910036","Moderate-High"
"060375317012","CA1910036","Moderate-High"
"060375317012","CA1910050","Moderate-High"
"060375317021","CA1910036","Moderate-High"
"060375317021","CA1910050","Moderate-High"
"060375317022","CA1910036","Moderate-High"
"060375317022","CA1910050","Moderate-High"
"060375317023","CA1910036","Moderate-High"
"060375317023","CA1910050","Moderate-High"
"060375317024","CA1910036","Moderate-High"
"060375318001","CA1910036","Moderate-High"
"060375318002","CA1910036","Moderate-High"
"060375318003","CA1910036","Moderate-High"
"060375319011","CA1910036","Moderate-High"
"060375319011","CA1910050","Moderate-High"
"060375319012","CA1910036","Moderate-High"
"060375319013","CA1910036","Moderate-High"
"060375319014","CA1910036","Moderate-High"
"060375319014","CA1910050","Moderate-High"
"060375319021","CA1910036","Moderate-High"
"060375319022","CA1910036","Moderate-High"
"060375319023","CA1910036","Moderate-High"
"060375319023","CA1910050","Moderate-High"
"060375320011","CA1910036","Moderate-High"
"060375320012","CA1910050","Moderate-High"
"060375322002","CA1910050","Moderate-High"
"060375322003","CA1910050","Moderate-High"
"060375323021","CA1910050","Moderate-High"
"060375323022","CA1910036","Moderate-High"
"060375323022","CA1910050","Moderate-High"
"060375323022","CA1910067","Moderate-High"
"060375323022","CA1910167","Moderate-High"
"060375323023","CA1910050","Moderate-High"
"060375323024","CA1910050","Moderate-High"
"060375323031","CA1910050","Low-Moderate"
"060375323032","CA1910050","Low-Moderate"
"060375323033","CA1910036","Low-Moderate"
"060375323033","CA1910050","Low-Moderate"
"060375323041","CA1910034","Moderate-High"
"060375323041","CA1910050","Moderate-High"
"060375323042","CA1910050","Moderate-High"
"060375323042","CA1910108","Moderate-High"
"060375324001","CA1910049","unknown"
"060375324001","CA1910050","unknown"
"060375324001","CA1910067","unknown"
"060375324001","CA1910077","unknown"
"060375324001","CA1910167","Low"
"060375325001","CA1910049","Moderate-High"
"060375325001","CA1910077","Moderate-High"
"060375325001","CA1910167","Moderate-High"
"060375325002","CA1910049","Moderate-High"
"060375325002","CA1910077","Moderate-High"
"060375325003","CA1910049","Moderate-High"
"060375325003","CA1910167","Moderate-High"
"060375326031","CA1910049","Moderate-High"
"060375326031","CA1910077","High"
"060375326032","CA1910049","Moderate-High"
"060375326033","CA1910049","Moderate-High"
"060375326041","CA1910049","Moderate-High"
"060375326041","CA1910077","Moderate-High"
"060375326042","CA1910049","Moderate-High"
"060375326051","CA1910049","Moderate-High"
"060375326052","CA1910049","Moderate-High"
"060375326053","CA1910049","High"
"060375326061","CA1910049","Moderate-High"
"060375326062","CA1910049","Moderate-High"
"060375326063","CA1910049","Moderate-High"
"060375327001","CA1910067","Moderate-High"
"060375327001","CA1910077","Moderate-High"
"060375327002","CA1910077","Moderate-High"
"060375328001","CA1910067","Moderate-High"
"060375328001","CA1910077","Moderate-High"
"060375328002","CA1910067","Moderate-High"
"060375328002","CA1910077","High"
"060375329001","CA1910077","Moderate-High"
"060375329002","CA1910077","Moderate-High"
"060375329003","CA1910067","Moderate-High"
"060375329003","CA1910077","Moderate-High"
"060375329004","CA1910067","Moderate-High"
"060375329004","CA1910077","High"
"060375330011","CA1910077","High"
"060375330012","CA1910077","High"
"060375330013","CA1910077","High"
"060375330021","CA1910077","High"
"060375330022","CA1910049","Moderate-High"
"060375330022","CA1910077","Moderate-High"
"060375331031","CA1910049","Moderate-High"
"060375331031","CA1910169","Moderate-High"
"060375331032","CA1910049","Moderate-High"
"060375331032","CA1910077","Moderate-High"
"060375331041","CA1910049","Moderate-High"
"060375331041","CA1910169","Moderate-High"
"060375331042","CA1910049","Moderate-High"
"060375331051","CA1910049","Moderate-High"
"060375331061","CA1910049","Moderate-High"
"060375331062","CA1910049","Moderate-High"
"060375331071","CA1910049","Moderate-High"
"060375331071","CA1910169","Moderate-High"
"060375331072","CA1910049","Moderate-High"
"060375331072","CA1910169","Moderate-High"
"060375332011","CA1910049","Moderate-High"
"060375332012","CA1910011","Moderate-High"
"060375332012","CA1910049","Moderate-High"
"060375332021","CA1910049","Moderate-High"
"060375332022","CA1910011","Moderate-High"
"060375332022","CA1910049","Moderate-High"
"060375332031","CA1910049","Moderate-High"
"060375332032","CA1910011","Moderate-High"
"060375332032","CA1910049","Moderate-High"
"060375334011","CA1910167","Moderate-High"
"060375335012","CA1910049","Moderate-High"
"060375336011","CA1910011","Moderate-High"
"060375336011","CA1910049","Moderate-High"
"060375336012","CA1910011","High"
"060375336013","CA1910011","Moderate-High"
"060375336021","CA1910011","Moderate-High"
"060375336021","CA1910049","Moderate-High"
"060375336022","CA1910011","Moderate-High"
"060375336023","CA1910011","Moderate-High"
"060375336031","CA1910011","Moderate-High"
"060375336032","CA1910011","Moderate-High"
"060375336032","CA1910049","Moderate-High"
"060375336033","CA1910011","High"
"060375337032","CA1910050","Moderate-High"
"060375338031","CA1910011","Moderate-High"
"060375338032","CA1910011","High"
"060375338033","CA1910011","High"
"060375338034","CA1910011","Moderate-High"
"060375338041","CA1910011","Moderate-High"
"060375338042","CA1910011","Moderate-High"
"060375338051","CA1910011","Moderate-High"
"060375338053","CA1910011","Moderate-High"
"060375338061","CA1910011","Moderate-High"
"060375338062","CA1910011","Very High"
"060375338062","CA1910108","High"
"060375339011","CA1910050","Moderate-High"
"060375339011","CA1910108","High"
"060375339012","CA1910011","Moderate-High"
"060375339012","CA1910050","Moderate-High"
"060375339012","CA1910108","Moderate-High"
"060375339013","CA1910011","Moderate-High"
"060375339014","CA1910011","Moderate-High"
"060375339021","CA1910011","Moderate-High"
"060375339021","CA1910108","Moderate-High"
"060375339022","CA1910011","Moderate-High"
"060375340011","CA1910050","Moderate-High"
"060375340011","CA1910108","Moderate-High"
"060375340012","CA1910011","High"
"060375340012","CA1910108","Moderate-High"
"060375340013","CA1910011","High"
"060375340021","CA1910034","Moderate-High"
"060375340021","CA1910050","Moderate-High"
"060375340021","CA1910108","Moderate-High"
"060375340022","CA1910011","Moderate-High"
"060375340022","CA1910108","Moderate-High"
"060375341011","CA1910011","Moderate-High"
"060375341011","CA1910050","Moderate-High"
"060375341011","CA1910108","Moderate-High"
"060375341012","CA1910011","High"
"060375341013","CA1910011","High"
"060375341021","CA1910011","High"
"060375341021","CA1910108","High"
"060375341022","CA1910011","Moderate-High"
"060375341022","CA1910108","Moderate-High"
"060375341023","CA1910011","High"
"060375341024","CA1910011","Moderate-High"
"060375342011","CA1910011","High"
"060375342012","CA1910011","Moderate-High"
"060375342021","CA1910011","Moderate-High"
"060375342022","CA1910011","High"
"060375342023","CA1910011","High"
"060375342031","CA1910011","Moderate-High"
"060375342032","CA1910011","High"
"060375343011","CA1910049","Moderate-High"
"060375343011","CA1910152","Moderate-High"
"060375343012","CA1910011","Moderate-High"
"060375343012","CA1910152","Moderate-High"
"060375343021","CA1910011","Moderate-High"
"060375343021","CA1910152","Moderate-High"
"060375343022","CA1910011","Moderate-High"
"060375344031","CA1910049","Moderate-High"
"060375344051","CA1910011","Moderate-High"
"060375344052","CA1910011","Moderate-High"
"060375344061","CA1910011","High"
"060375344062","CA1910011","Moderate-High"
"060375345011","CA1910049","Moderate-High"
"060375345011","CA1910169","Moderate-High"
"060375345012","CA1910049","Moderate-High"
"060375345012","CA1910169","Moderate-High"
"060375345013","CA1910049","Moderate-High"
"060375345013","CA1910169","Moderate-High"
"060375345021","CA1910049","Moderate-High"
"060375345022","CA1910011","Moderate-High"
"060375345022","CA1910049","Moderate-High"
"060375345023","CA1910049","Moderate-High"
"060375347001","CA1910169","Moderate-High"
"060375348021","CA1910169","Moderate-High"
"060375348022","CA1910169","Moderate-High"
"060375348031","CA1910077","Moderate-High"
"060375348031","CA1910169","Moderate-High"
"060375348032","CA1910169","Moderate-High"
"060375348041","CA1910077","Moderate-High"
"060375348041","CA1910169","Moderate-High"
"060375348042","CA1910152","Moderate-High"
"060375348042","CA1910169","Moderate-High"
"060375349001","CA1910049","Moderate-High"
"060375349001","CA1910077","Moderate-High"
"060375349001","CA1910169","Moderate-High"
"060375349002","CA1910077","Moderate-High"
"060375349003","CA1910077","Moderate-High"
"060375349004","CA1910077","Moderate-High"
"060375350011","CA1910067","Moderate-High"
"060375350011","CA1910077","High"
"060375350012","CA1910077","High"
"060375350013","CA1910067","Moderate-High"
"060375350013","CA1910077","Moderate-High"
"060375350021","CA1910077","High"
"060375350022","CA1910077","High"
"060375350023","CA1910077","Moderate-High"
"060375351011","CA1910077","High"
"060375351012","CA1910077","High"
"060375351013","CA1910077","Moderate-High"
"060375351014","CA1910067","Moderate-High"
"060375351014","CA1910077","High"
"060375351015","CA1910067","Moderate-High"
"060375351015","CA1910077","High"
"060375351021","CA1910077","Moderate-High"
"060375351022","CA1910077","High"
"060375351023","CA1910077","Moderate-High"
"060375352001","CA1910077","High"
"060375352002","CA1910067","Moderate-High"
"060375352002","CA1910077","High"
"060375352003","CA1910067","Moderate-High"
"060375352003","CA1910077","Moderate-High"
"060375353001","CA1910077","Moderate-High"
"060375353002","CA1910077","High"
"060375353002","CA1910152","Moderate-High"
"060375353002","CA1910169","Moderate-High"
"060375353003","CA1910077","High"
"060375353004","CA1910077","Moderate-High"
"060375353005","CA1910077","High"
"060375354001","CA1910067","Moderate-High"
"060375354001","CA1910077","Moderate-High"
"060375354002","CA1910067","High"
"060375354002","CA1910077","Very High"
"060375354002","CA1910152","High"
"060375354003","CA1910067","Moderate-High"
"060375354003","CA1910077","Very High"
"060375354003","CA1910152","High"
"060375355011","CA1910152","Moderate-High"
"060375355011","CA1910169","Moderate-High"
"060375355012","CA1910152","Moderate-High"
"060375355012","CA1910169","Moderate-High"
"060375355021","CA1910152","Moderate-High"
"060375355021","CA1910169","Moderate-High"
"060375355022","CA1910152","Moderate-High"
"060375355022","CA1910169","Moderate-High"
"060375355031","CA1910152","Moderate-High"
"060375356031","CA1910152","Moderate-High"
"060375356032","CA1910077","High"
"060375356032","CA1910152","Moderate-High"
"060375356041","CA1910152","Moderate-High"
"060375356042","CA1910152","Moderate-High"
"060375356051","CA1910152","Moderate-High"
"060375356052","CA1910152","Moderate-High"
"060375356061","CA1910152","Moderate-High"
"060375356071","CA1910079","Moderate-High"
"060375356071","CA1910152","Moderate-High"
"060375356072","CA1910079","Moderate-High"
"060375356072","CA1910152","Moderate-High"
"060375356073","CA1910079","Moderate-High"
"060375356073","CA1910152","Moderate-High"
"060375356074","CA1910079","Moderate-High"
"060375356074","CA1910152","Moderate-High"
"060375357011","CA1910049","Moderate-High"
"060375357011","CA1910152","Moderate-High"
"060375357012","CA1910049","Moderate-High"
"060375357012","CA1910152","Moderate-High"
"060375357013","CA1910049","Moderate-High"
"060375357013","CA1910152","Moderate-High"
"060375357021","CA1910152","Moderate-High"
"060375357022","CA1910152","Moderate-High"
"060375357023","CA1910152","Moderate-High"
"060375357024","CA1910152","Moderate-High"
"060375358021","CA1910152","Moderate-High"
"060375358022","CA1910152","Moderate-High"
"060375358023","CA1910079","Moderate-High"
"060375358023","CA1910152","Moderate-High"
"060375358024","CA1910079","Moderate-High"
"060375358024","CA1910152","Moderate-High"
"060375358031","CA1910152","Moderate-High"
"060375358032","CA1910152","Moderate-High"
"060375358033","CA1910152","Moderate-High"
"060375358041","CA1910152","Moderate-High"
"060375358042","CA1910152","Moderate-High"
"060375359011","CA1910152","Moderate-High"
"060375359012","CA1910152","Moderate-High"
"060375359013","CA1910152","Moderate-High"
"060375359014","CA1910152","Moderate-High"
"060375359021","CA1910152","Low-Moderate"
"060375359022","CA1910152","Low-Moderate"
"060375359023","CA1910152","Low-Moderate"
"060375359024","CA1910152","Low-Moderate"
"060375360001","CA1910152","Moderate-High"
"060375360002","CA1910152","Moderate-High"
"060375361021","CA1910034","Low-Moderate"
"060375361021","CA1910152","Low-Moderate"
"060375361023","CA1910011","Low-Moderate"
"060375361023","CA1910152","Low-Moderate"
"060375361031","CA1910152","Low-Moderate"
"060375361032","CA1910152","Low-Moderate"
"060375361033","CA1910079","Low-Moderate"
"060375361033","CA1910152","Low-Moderate"
"060375361041","CA1910152","Moderate-High"
"060375361042","CA1910152","Moderate-High"
"060375361043","CA1910152","Moderate-High"
"060375361044","CA1910079","Moderate-High"
"060375361044","CA1910152","Moderate-High"
"060375362001","CA1910195","Low-Moderate"
"060375362002","CA1910195","Low-Moderate"
"060375362003","CA1910195","Low-Moderate"
"060375362004","CA1910195","Low-Moderate"
"060375362005","CA1910195","Low-Moderate"
"060375400001","CA1910079","Moderate-High"
"060375400002","CA1910079","Moderate-High"
"060375400003","CA1910079","Moderate-High"
"060375400004","CA1910079","Moderate-High"
"060375400004","CA1910152","Moderate-High"
"060375401011","CA1910079","Low-Moderate"
"060375401011","CA1910152","Low-Moderate"
