"GEOID","pwsid","totalhh","perArea","medianIncome","income20","HBI","PPI","burden","TRAD"
"060730170221","CA3710020",279,100,162266,59093,4.8,11.6,"Low-Moderate",1.8
"060730170222","CA3710020",248,100,122000,76732,3.7,11.6,"Low",2.3
"060730170223","CA3710020",306,100,128750,55545,5.1,11.6,"Low-Moderate",2.2
"060730170224","CA3710020",376,100,88704,19335,14.7,11.6,"Moderate-High",3.2
"060730170225","CA3710020",559,65.59,64943,36706,7.7,11.6,"Low-Moderate",4.4
"060730170226","CA3710020",504,100,97095,46945,6,11.6,"Low-Moderate",2.9
"060730170291","CA3710020",2141,62.96,191806,70215,4,11.4,"Low",1.5
"060730170292","CA3710020",794,17.31,156842,37521,7.6,11.4,"Low-Moderate",1.8
"060730170301","CA3710020",5956,32.79,141747,69557,4.1,10.8,"Low",2
"060730170302","CA3710020",437,100,138920,32120,8.8,10.8,"Low-Moderate",2
"060730170303","CA3710020",629,100,32632,13656,20.7,10.8,"Moderate-High",8.7
"060730170304","CA3710020",1249,100,150701,82510,3.4,10.8,"Low",1.9
"060730170311","CA3710020",429,100,142708,59454,4.8,18.7,"Low-Moderate",2
"060730170312","CA3710020",243,100,94926,53383,5.3,18.7,"Low-Moderate",3
"060730170313","CA3710020",746,100,94074,38335,7.4,18.7,"Low-Moderate",3
"060730170321","CA3710020",3429,39.04,150674,58304,4.9,9,"Low-Moderate",1.9
"060730170322","CA3710020",925,100,134436,103346,2.7,9,"Low",2.1
"060730170331","CA3710020",611,100,117946,67960,4.2,6.6,"Low",2.4
"060730170332","CA3710020",239,100,149205,63895,4.4,6.6,"Low",1.9
"060730170333","CA3710020",798,99.99,159792,87091,3.2,6.6,"Low",1.8
"060730170341","CA3710020",845,100,120375,80212,3.5,12.5,"Low",2.4
"060730170342","CA3710020",276,100,145938,60422,4.7,12.5,"Low-Moderate",1.9
"060730170343","CA3710020",590,100,109375,51425,5.5,12.5,"Low-Moderate",2.6
"060730170351","CA3710020",372,100,152632,82546,3.4,30.8,"Low-Moderate",1.9
"060730170352","CA3710020",421,100,123958,48606,5.8,30.8,"Moderate-High",2.3
"060730170353","CA3710020",396,100,21333,10870,26.1,30.8,"High",13.3
"060730170361","CA3710020",453,100,97083,59630,4.8,15.4,"Low-Moderate",2.9
"060730170362","CA3710020",349,100,113594,26267,10.8,15.4,"Moderate-High",2.5
"060730170363","CA3710020",390,100,145192,104903,2.7,15.4,"Low",2
"060730170371","CA3710020",852,100,93167,41937,6.8,15.5,"Low-Moderate",3
"060730170372","CA3710020",256,100,117262,86930,3.3,15.5,"Low",2.4
"060730170373","CA3710020",592,100,115000,42003,6.7,15.5,"Low-Moderate",2.5
"060730170374","CA3710020",333,100,150234,82505,3.4,15.5,"Low",1.9
"060730170391","CA3710020",207,100,124583,92945,3,8.1,"Low",2.3
"060730170392","CA3710020",1557,100,99421,53762,5.3,8.1,"Low-Moderate",2.9
"060730170393","CA3710020",1028,99.83,131474,85695,3.3,8.1,"Low",2.1
"060730170421","CA3710020",1064,60.44,175595,76482,3.7,7,"Low",1.6
"060730170422","CA3710020",921,100,90236,56773,5,7,"Low-Moderate",3.1
"060730170423","CA3710020",734,100,135682,90207,3.1,7,"Low",2.1
"060730170431","CA3710020",1531,100,107014,50808,5.6,11.7,"Low-Moderate",2.6
"060730170432","CA3710020",688,100,207500,106125,2.7,11.7,"Low",1.4
"060730170441","CA3710020",845,99.51,161359,83682,3.4,4.5,"Low",1.8
"060730170442","CA3710020",1033,100,151349,90023,3.1,4.5,"Low",1.9
"060730170451","CA3710020",859,71.47,156033,77240,3.7,8.4,"Low",1.8
"060730170461","CA3710020",1079,100,138625,55281,5.1,8.6,"Low-Moderate",2
"060730170462","CA3710020",352,100,157750,109927,2.6,8.6,"Low",1.8
"060730170471","CA3710020",497,100,168393,83560,3.4,3.1,"Low",1.7
"060730170472","CA3710020",414,100,149688,82383,3.4,3.1,"Low",1.9
"060730170473","CA3710020",484,100,142963,95562,3,3.1,"Low",2
"060730170492","CA3710020",617,0.44,88795,28613,10.1,30.3,"High",3.3
"060730170502","CA3710020",634,0.27,55536,16567,16.6,24.9,"High",5
"060730170511","CA3710020",624,99.63,106429,61650,4.6,8,"Low",2.7
"060730170512","CA3710020",615,99.63,96493,72405,3.9,8,"Low",2.9
"060730170513","CA3710020",749,100,109617,54491,5.2,8,"Low-Moderate",2.6
"060730170521","CA3710020",909,100,112404,69850,4.1,9,"Low",2.5
"060730170522","CA3710020",851,100,101108,61613,4.6,9,"Low-Moderate",2.8
"060730170523","CA3710020",461,100,81597,42747,6.6,9,"Low-Moderate",3.5
"060730170551","CA3710020",579,100,106932,63023,4.5,6.2,"Low",2.6
"060730170552","CA3710020",805,100,121406,63928,4.4,6.2,"Low",2.3
"060730170553","CA3710020",543,99.51,144034,101837,2.8,6.2,"Low",2
"060730170561","CA3710020",1059,100,106125,66897,4.2,4.8,"Low",2.7
"060730170562","CA3710020",814,100,114590,54493,5.2,4.8,"Low-Moderate",2.5
"060730171061","CA3710020",477,0.18,125344,25344,9.8,13.9,"Moderate-High",2
"060730171101","CA3710020",740,3.3,160417,56818,5,14.7,"Low-Moderate",1.8
"060730172001","CA3710020",476,0.2,179589,25140,9.8,10.6,"Moderate-High",1.4
"060730172002","CA3710020",480,0.29,128125,89030,3.1,10.6,"Low",2.1
"060730172004","CA3710020",501,0.37,112344,80618,4,10.6,"Low",2.9
"060730173042","CA3710020",575,7.12,92014,47578,6,26.3,"Moderate-High",3.1
"060730173061","CA3710020",758,22.61,104429,60892,4.7,3.7,"Low-Moderate",2.7
"060730173062","CA3710020",332,6.07,210469,103821,2.8,3.7,"Low",1.4
"060730204011","CA3710020",372,24,138750,48685,5.8,10.7,"Low-Moderate",2
"060730204012","CA3710020",524,34.06,103625,61733,4.6,10.7,"Low",2.7
"060730207062","CA3710020",386,4.23,135565,61562,4.6,9,"Low",2.1
"060730207063","CA3710020",655,4.99,117734,53717,5.3,9,"Low-Moderate",2.4
"060730207091","CA3710020",1067,11.86,122708,49154,5.8,15.5,"Low-Moderate",2.3
"060730207101","CA3710020",687,74.65,119821,44893,6.3,18,"Low-Moderate",2.4
"060730208012","CA3710020",680,5.81,175313,84279,3.4,19,"Low",1.6
"060730208071","CA3710020",952,0.29,101154,38463,7.3,22.4,"Moderate-High",2.8
"060730214001","CA3710020",1418,100,93167,52390,5.4,17.8,"Low-Moderate",3
"060730214002","CA3710020",646,100,54556,36745,7.7,17.8,"Low-Moderate",5.2
"060730214003","CA3710020",752,100,102531,11479,24.7,17.8,"Moderate-High",2.8
"060730215001","CA3710020",2197,99.98,146009,45990,6.2,12,"Low-Moderate",1.9
"060730215002","CA3710020",1031,100,200469,141815,2,12,"Low",1.4
"060730215003","CA3710020",247,100,217163,201196,1.4,12,"Low",1.3
"060730216001","CA3710020",457,4.74,81821,43183,6.6,14.8,"Low-Moderate",3.5
"060730219001","CA3710020",422,2.27,38182,19285,NA,12.2,"unknown",NA
"060855001001","CA4310011",238,100,39939,28535,8.2,22.9,"Moderate-High",5.9
"060855001002","CA4310011",539,100,125625,46654,5,22.9,"Moderate-High",1.9
"060855001003","CA4310011",723,100,61275,26278,8.9,22.9,"Moderate-High",3.8
"060855001004","CA4310011",1117,100,133977,59250,4,22.9,"Low-Moderate",1.8
"060855002001","CA4310011",367,100,123650,46638,5,11.8,"Low-Moderate",1.9
"060855002002","CA4310011",0,100,NA,NA,NA,11.8,"unknown",NA
"060855002003","CA4310011",659,100,102240,53452,4.4,11.8,"Low",2.3
"060855002004","CA4310011",992,100,142423,97956,2.4,11.8,"Low",1.6
"060855003001","CA4310011",203,100,66115,25942,9.1,24.4,"Moderate-High",3.5
"060855003002","CA4310011",1299,100,141341,74511,3.1,24.4,"Low-Moderate",1.7
"060855004001","CA4310011",631,100,74293,32555,7.2,16.8,"Low-Moderate",3.2
"060855004002","CA4310011",414,100,141667,67729,3.5,16.8,"Low",1.7
"060855005001","CA4310011",445,100,126458,63685,3.7,21.7,"Low-Moderate",1.9
"060855005002","CA4310011",695,100,116875,21820,10.8,21.7,"High",2
"060855005003","CA4310011",342,100,137292,22181,10.6,21.7,"High",1.7
"060855005004","CA4310011",344,100,183088,102085,2.3,21.7,"Low-Moderate",1.3
"060855005005","CA4310011",267,100,138698,62526,3.8,21.7,"Low-Moderate",1.7
"060855006001","CA4310011",1781,100,92457,27496,8.5,23.1,"Moderate-High",2.5
"060855006002","CA4310011",403,100,191797,86179,2.7,23.1,"Low-Moderate",1.2
"060855006003","CA4310011",319,100,178583,34293,6.8,23.1,"Moderate-High",1.3
"060855008001","CA4310011",1364,100,163696,67032,3.5,22.3,"Low-Moderate",1.4
"060855008002","CA4310011",864,100,62903,14525,16.2,22.3,"High",3.7
"060855009011","CA4310011",388,100,36563,11825,19.9,39.3,"Very High",6.4
"060855009012","CA4310011",1783,100,98656,29438,8,39.3,"High",2.4
"060855009021","CA4310011",279,100,45625,19090,12.3,19.1,"Moderate-High",5.2
"060855009022","CA4310011",283,100,39750,17340,NA,19.1,"unknown",NA
"060855010001","CA4310011",358,100,40648,24858,9.4,50.3,"Very High",5.8
"060855010002","CA4310011",346,100,62322,25371,9.2,50.3,"Very High",3.8
"060855010003","CA4310011",588,100,23125,9411,25,50.3,"Very High",10.2
"060855010004","CA4310011",607,100,39006,9809,23.9,50.3,"Very High",6
"060855010005","CA4310011",435,100,60034,33740,7,50.3,"High",3.9
"060855011011","CA4310011",1167,100,67847,17194,13.7,31.5,"High",3.5
"060855011012","CA4310011",832,100,95298,32813,7.2,31.5,"Moderate-High",2.5
"060855011021","CA4310011",416,100,110556,34756,6.8,20.2,"Moderate-High",2.1
"060855011022","CA4310011",451,100,82891,29003,8.1,20.2,"Moderate-High",2.8
"060855011023","CA4310011",468,100,112063,43600,5.4,20.2,"Moderate-High",2.1
"060855012001","CA4310011",197,100,60938,36297,6.5,25.4,"Moderate-High",3.9
"060855012002","CA4310011",314,100,84118,40242,5.8,25.4,"Moderate-High",2.8
"060855012003","CA4310011",294,100,62778,36641,6.4,25.4,"Moderate-High",3.7
"060855012004","CA4310011",463,100,121283,79666,3,25.4,"Low-Moderate",1.9
"060855013001","CA4310011",157,100,106250,77819,3,34.6,"Low-Moderate",2.2
"060855013002","CA4310011",168,100,203000,68665,3.4,34.6,"Low-Moderate",1.2
"060855013003","CA4310011",502,100,50260,17365,13.5,34.6,"High",4.7
"060855013004","CA4310011",257,100,128875,48197,4.9,34.6,"Moderate-High",1.8
"060855014011","CA4310011",795,100,47835,32039,7.3,37.6,"High",4.9
"060855014012","CA4310011",252,100,73098,19902,11.8,37.6,"Very High",3.2
"060855014021","CA4310011",366,100,48786,30774,7.6,29.7,"Moderate-High",4.8
"060855014022","CA4310011",447,100,94044,53756,4.4,29.7,"Low-Moderate",2.5
"060855015011","CA4310011",722,100,73477,33512,7,39.8,"High",3.2
"060855015012","CA4310011",544,100,51500,17595,13.3,39.8,"Very High",4.6
"060855015021","CA4310011",400,100,76188,27715,8.5,51.2,"High",3.1
"060855015022","CA4310011",835,100,57043,33856,6.9,51.2,"High",4.1
"060855016001","CA4310011",257,100,49095,33185,7.1,48.1,"High",4.8
"060855016002","CA4310011",292,100,52407,27093,8.7,48.1,"High",4.5
"060855016003","CA4310011",651,100,51372,14548,16.1,48.1,"Very High",4.6
"060855016004","CA4310011",776,100,63505,29189,8,48.1,"High",3.7
"060855016005","CA4310011",577,100,85559,38866,6,48.1,"High",2.7
"060855017001","CA4310011",326,100,116176,19674,11.9,53.8,"Very High",2
"060855017002","CA4310011",151,100,51354,25457,9.2,53.8,"Very High",4.6
"060855017003","CA4310011",523,100,66793,29696,7.9,53.8,"High",3.5
"060855017004","CA4310011",366,100,50988,28647,8.2,53.8,"High",4.6
"060855018001","CA4310011",490,100,96413,30327,7.7,17.5,"Low-Moderate",2.4
"060855018002","CA4310011",406,100,136750,55075,4.3,17.5,"Low",1.7
"060855018003","CA4310011",376,100,173750,67647,3.5,17.5,"Low",1.4
"060855018004","CA4310011",498,100,132222,63305,3.7,17.5,"Low",1.8
"060855019001","CA4310011",1851,100,119836,52530,4.5,14,"Low",2
"060855019002","CA4310011",882,100,68088,42943,5.5,14,"Low-Moderate",3.5
"060855020011","CA4310011",458,100,71029,34365,6.8,19.8,"Low-Moderate",3.3
"060855020012","CA4310011",408,100,74500,35965,6.5,19.8,"Low-Moderate",3.1
"060855020013","CA4310011",393,100,113125,46594,5,19.8,"Low-Moderate",2.1
"060855020014","CA4310011",758,100,84554,25681,9.1,19.8,"Low-Moderate",2.8
"060855020021","CA4310011",245,100,81575,37544,6.2,31.1,"Moderate-High",2.9
"060855020022","CA4310011",656,100,81818,32069,7.3,31.1,"Moderate-High",2.9
"060855020023","CA4310011",918,100,87734,47142,5,31.1,"Moderate-High",2.7
"060855021011","CA4310011",575,100,107014,48913,4.8,19.5,"Low-Moderate",2.2
"060855021012","CA4310011",330,100,138250,52928,4.4,19.5,"Low",1.7
"060855021013","CA4310011",1042,100,113889,42172,5.6,19.5,"Low-Moderate",2.1
"060855021021","CA4310011",796,100,58790,15915,14.8,29.7,"High",4
"060855021022","CA4310011",726,100,86250,46094,5.1,29.7,"Moderate-High",2.7
"060855021023","CA4310011",509,100,111757,52919,4.4,29.7,"Low-Moderate",2.1
"060855021024","CA4310011",622,100,59844,34967,6.7,29.7,"Moderate-High",3.9
"060855022011","CA4310011",1732,100,110781,23110,10.2,32.4,"High",2.1
"060855022012","CA4310011",1402,100,60186,19770,11.9,32.4,"High",3.9
"060855022021","CA4310011",701,100,95250,32209,7.3,16.2,"Low-Moderate",2.5
"060855022022","CA4310011",282,100,105833,48472,4.8,16.2,"Low-Moderate",2.2
"060855022023","CA4310011",358,100,66786,29512,8,16.2,"Low-Moderate",3.5
"060855023011","CA4310011",597,100,151607,43259,5.4,11.4,"Low-Moderate",1.6
"060855023012","CA4310011",754,100,169773,84609,2.8,11.4,"Low",1.4
"060855023021","CA4310011",600,100,127054,53486,4.4,14.6,"Low",1.9
"060855023022","CA4310011",674,100,92857,41405,5.7,14.6,"Low-Moderate",2.5
"060855024001","CA4310011",284,100,223333,35782,6.6,12.1,"Low-Moderate",1
"060855024002","CA4310011",249,100,151597,68818,3.4,12.1,"Low",1.6
"060855024003","CA4310011",277,100,96083,57468,4.1,12.1,"Low",2.4
"060855024004","CA4310011",375,100,189417,78817,3,12.1,"Low",1.2
"060855024005","CA4310011",685,100,148271,43642,5.4,12.1,"Low-Moderate",1.6
"060855024006","CA4310011",653,100,127762,54149,4.3,12.1,"Low",1.8
"060855024007","CA4310011",397,100,90368,66879,3.5,12.1,"Low",2.6
"060855025001","CA4310011",321,100,190649,29094,8.1,6.8,"Low-Moderate",1.2
"060855025002","CA4310011",465,100,132470,87668,2.7,6.8,"Low",1.8
"060855025003","CA4310011",427,100,206950,59923,3.9,6.8,"Low",1.1
"060855025004","CA4310011",479,100,181125,111627,2.1,6.8,"Low",1.3
"060855025005","CA4310011",201,100,130855,52153,4.5,6.8,"Low",1.8
"060855025006","CA4310011",476,100,219091,59212,4,6.8,"Low",1.1
"060855026011","CA4310011",265,100,129375,77108,3,8.1,"Low",1.8
"060855026012","CA4310011",299,100,185875,88627,2.6,8.1,"Low",1.3
"060855026013","CA4310011",615,100,75625,23708,9.9,8.1,"Moderate-High",3.1
"060855026031","CA4310011",327,100,112639,48438,4.8,9.3,"Low-Moderate",2.1
"060855026032","CA4310011",327,100,154531,78619,3,9.3,"Low",1.5
"060855026033","CA4310011",347,100,178958,67832,3.5,9.3,"Low",1.3
"060855026041","CA4310011",1094,100,135761,75819,3.1,14,"Low",1.7
"060855026042","CA4310011",609,100,94133,61547,3.8,14,"Low",2.5
"060855026043","CA4310011",396,100,80513,29259,8,14,"Low-Moderate",2.9
"060855027011","CA4310011",684,100,98816,25365,9.3,13.4,"Moderate-High",2.4
"060855027012","CA4310011",649,100,153050,73667,3.2,13.4,"Low",1.5
"060855027013","CA4310011",610,100,104375,67435,3.5,13.4,"Low",2.2
"060855027021","CA4310011",978,100,141500,82848,2.8,8.4,"Low",1.7
"060855027022","CA4310011",723,100,163899,89059,2.6,8.4,"Low",1.4
"060855027023","CA4310011",433,100,205662,110748,2.1,8.4,"Low",1.1
"060855027024","CA4310011",487,100,177171,73803,3.2,8.4,"Low",1.3
"060855027025","CA4310011",461,100,153493,25666,9.2,8.4,"Low-Moderate",1.5
"060855028001","CA4310011",394,100,144091,81651,2.9,6.6,"Low",1.6
"060855028002","CA4310011",655,100,128021,51204,4.6,6.6,"Low",1.8
"060855028003","CA4310011",310,100,191250,87297,2.7,6.6,"Low",1.2
"060855029011","CA4310011",573,100,119729,51036,4.6,11.2,"Low-Moderate",2
"060855029012","CA4310011",534,100,138846,83251,2.8,11.2,"Low",1.7
"060855029013","CA4310011",326,100,124651,77396,3,11.2,"Low",1.9
"060855029014","CA4310011",774,100,106974,32355,7.3,11.2,"Low-Moderate",2.2
"060855029021","CA4310011",794,100,180167,84723,2.8,7.2,"Low",1.3
"060855029022","CA4310011",891,100,158264,55693,4.2,7.2,"Low",1.5
"060855029023","CA4310011",1127,100,161791,63041,3.7,7.2,"Low",1.4
"060855029031","CA4310011",724,100,158750,60321,3.9,9.3,"Low",1.5
"060855029032","CA4310011",519,100,176125,62159,3.8,9.3,"Low",1.3
"060855029033","CA4310011",676,100,123077,46974,5,9.3,"Low-Moderate",1.9
"060855029061","CA4310011",413,100,89556,32379,7.2,16.9,"Low-Moderate",2.6
"060855029062","CA4310011",568,100,107024,44648,5.3,16.9,"Low-Moderate",2.2
"060855029063","CA4310011",527,100,104031,25655,9.2,16.9,"Low-Moderate",2.3
"060855029071","CA4310011",682,100,161250,73125,3.2,15.7,"Low",1.5
"060855029072","CA4310011",606,100,129250,46662,5,15.7,"Low-Moderate",1.8
"060855029081","CA4310011",887,100,96406,37611,6.2,17.3,"Low-Moderate",2.4
"060855029082","CA4310011",845,100,147719,73017,3.2,17.3,"Low",1.6
"060855029083","CA4310011",644,100,165294,72737,3.2,17.3,"Low",1.4
"060855029091","CA4310011",491,100,108542,64594,3.6,10.1,"Low",2.2
"060855029092","CA4310011",310,100,121500,69909,3.4,10.1,"Low",1.9
"060855029093","CA4310011",665,100,110865,49797,4.7,10.1,"Low-Moderate",2.1
"060855029094","CA4310011",555,100,92007,25488,9.2,10.1,"Moderate-High",2.5
"060855029101","CA4310011",290,100,157727,52536,4.5,16.8,"Low",1.5
"060855029102","CA4310011",348,100,158750,51055,4.6,16.8,"Low-Moderate",1.5
"060855029103","CA4310011",247,100,89087,55801,4.2,16.8,"Low",2.6
"060855029104","CA4310011",521,100,71563,27607,8.5,16.8,"Low-Moderate",3.3
"060855030011","CA4310011",508,100,133370,44961,5.2,7.5,"Low-Moderate",1.8
"060855030012","CA4310011",331,100,199511,77757,3,7.5,"Low",1.2
"060855030013","CA4310011",750,100,191417,89929,2.6,7.5,"Low",1.2
"060855030021","CA4310011",547,100,138875,84399,2.8,9.4,"Low",1.7
"060855030022","CA4310011",693,100,149306,60164,3.9,9.4,"Low",1.6
"060855030031","CA4310011",381,100,125750,40985,5.7,10.5,"Low-Moderate",1.9
"060855030032","CA4310011",709,100,165568,67521,3.5,10.5,"Low",1.4
"060855030033","CA4310011",511,100,142132,61788,3.8,10.5,"Low",1.6
"060855030034","CA4310011",237,100,125804,56592,4.2,10.5,"Low",1.9
"060855031051","CA4310011",762,100,44545,12684,18.5,40.1,"Very High",5.3
"060855031081","CA4310011",700,100,56111,31406,7.5,21.8,"Moderate-High",4.2
"060855031082","CA4310011",1439,100,158190,75051,3.1,21.8,"Low-Moderate",1.5
"060855031083","CA4310011",439,100,89608,61460,3.8,21.8,"Low-Moderate",2.6
"060855031084","CA4310011",470,100,49617,19530,12,21.8,"High",4.7
"060855031101","CA4310011",627,100,49813,35137,6.7,54.9,"High",4.7
"060855031102","CA4310011",295,100,65774,40180,5.8,54.9,"High",3.6
"060855031103","CA4310011",208,100,42222,35355,6.6,54.9,"High",5.6
"060855031111","CA4310011",181,100,110481,63744,3.7,28.6,"Low-Moderate",2.1
"060855031112","CA4310011",344,100,96087,63866,3.7,28.6,"Low-Moderate",2.4
"060855031113","CA4310011",543,100,116719,47143,5,28.6,"Moderate-High",2
"060855031121","CA4310011",1221,100,49572,22520,10.4,42.2,"Very High",4.7
"060855031122","CA4310011",310,100,58684,25556,9.2,42.2,"High",4
"060855031131","CA4310011",702,100,78472,25843,9.1,50.2,"High",3
"060855031132","CA4310011",623,100,64583,35023,6.7,50.2,"High",3.6
"060855031151","CA4310011",3020,100,105929,39902,5.9,22.6,"Moderate-High",2.2
"060855031161","CA4310011",1554,100,97500,49260,4.8,17.5,"Low-Moderate",2.4
"060855031162","CA4310011",753,100,90175,33040,7.1,17.5,"Low-Moderate",2.6
"060855031171","CA4310011",413,100,61838,16327,14.4,47.8,"Very High",3.8
"060855031172","CA4310011",373,100,48631,16326,14.4,47.8,"Very High",4.8
"060855031181","CA4310011",206,100,102171,68418,3.4,24.6,"Low-Moderate",2.3
"060855031182","CA4310011",691,100,73438,43540,5.4,24.6,"Moderate-High",3.2
"060855031183","CA4310011",756,100,77778,49559,4.7,24.6,"Moderate-High",3
"060855031211","CA4310011",1307,100,53542,22080,10.6,45.5,"Very High",4.4
"060855031212","CA4310011",182,100,70769,37775,6.2,45.5,"High",3.3
"060855031221","CA4310011",1066,100,23941,13774,17,55.1,"Very High",9.8
"060855031222","CA4310011",221,100,78068,19866,11.8,55.1,"Very High",3
"060855031231","CA4310011",807,100,59698,28972,8.1,38.2,"High",3.9
"060855031232","CA4310011",813,100,30257,15250,15.4,38.2,"Very High",7.8
"060855032041","CA4310011",854,100,85110,32135,7.3,30.8,"Moderate-High",2.8
"060855032042","CA4310011",413,100,89280,37463,6.3,30.8,"Moderate-High",2.6
"060855032043","CA4310011",371,100,63371,42885,5.5,30.8,"Moderate-High",3.7
"060855032044","CA4310011",242,100,64000,36856,6.4,30.8,"Moderate-High",3.7
"060855032045","CA4310011",386,100,62179,19943,11.8,30.8,"High",3.8
"060855032071","CA4310011",670,95.06,97586,33457,7,20.5,"Moderate-High",2.4
"060855032072","CA4310011",381,100,101563,67038,3.5,20.5,"Low-Moderate",2.3
"060855032081","CA4310011",445,100,102379,47146,5,19.3,"Low-Moderate",2.3
"060855032082","CA4310011",442,93.27,109000,43419,5.4,19.3,"Low-Moderate",2.1
"060855032101","CA4310011",521,100,86250,41854,5.6,11.8,"Low-Moderate",2.7
"060855032102","CA4310011",472,100,103516,49713,4.7,11.8,"Low-Moderate",2.3
"060855032111","CA4310011",634,95.92,101771,46224,5.1,18.6,"Low-Moderate",2.3
"060855032112","CA4310011",542,100,139750,48057,4.9,18.6,"Low-Moderate",1.7
"060855032121","CA4310011",282,100,123636,54808,4.3,28.6,"Low-Moderate",1.9
"060855032122","CA4310011",461,98.3,83482,47444,5,28.6,"Moderate-High",2.8
"060855032123","CA4310011",243,95.13,129375,49614,4.7,28.6,"Moderate-High",1.8
"060855032131","CA4310011",396,100,45556,15625,15,32.1,"High",5.2
"060855032132","CA4310011",875,100,76295,39990,5.9,32.1,"Moderate-High",3.1
"060855032141","CA4310011",1409,100,62602,21467,10.9,45.2,"Very High",3.8
"060855032142","CA4310011",940,100,41300,14563,16.1,45.2,"Very High",5.7
"060855032171","CA4310011",441,100,68693,43880,5.3,38.5,"High",3.4
"060855032172","CA4310011",374,100,85455,23629,9.9,38.5,"Very High",2.8
"060855032173","CA4310011",317,100,72159,35227,6.7,38.5,"High",3.2
"060855032181","CA4310011",906,100,48958,30059,7.8,49.9,"High",4.8
"060855032182","CA4310011",281,100,68304,46203,5.1,49.9,"High",3.4
"060855033041","CA4310011",583,1.92,52466,35192,6.6,29.2,"Moderate-High",4.4
"060855033061","CA4310011",233,88.81,71292,32088,7.3,25.8,"Moderate-High",3.3
"060855033062","CA4310011",392,100,96346,41669,5.6,25.8,"Moderate-High",2.4
"060855033063","CA4310011",297,86.36,93542,43059,5.4,25.8,"Moderate-High",2.5
"060855033121","CA4310011",217,100,123625,56712,4.1,14.4,"Low",1.9
"060855033122","CA4310011",558,7.15,125714,51905,4.5,14.4,"Low",1.9
"060855033123","CA4310011",305,99.27,100750,61055,3.9,14.4,"Low",2.3
"060855033221","CA4310011",284,100,92045,47096,5,17.1,"Low-Moderate",2.5
"060855033222","CA4310011",419,96.18,129028,61650,3.8,17.1,"Low",1.8
"060855033223","CA4310011",350,96.66,121250,53733,4.4,17.1,"Low",1.9
"060855034011","CA4310011",200,100,74000,48356,4.9,24.8,"Moderate-High",3.2
"060855034012","CA4310011",321,100,71250,31100,7.6,24.8,"Moderate-High",3.3
"060855034013","CA4310011",429,100,79639,34236,6.9,24.8,"Moderate-High",3
"060855034021","CA4310011",10,100,69652,65904,3.6,43.7,"Moderate-High",3.4
"060855034022","CA4310011",549,100,46458,19503,12,43.7,"Very High",5
"060855034023","CA4310011",601,98.58,63895,41255,5.7,43.7,"High",3.7
"060855035041","CA4310011",336,100,115278,72106,3.3,21.2,"Low-Moderate",2
"060855035042","CA4310011",269,100,98482,47038,5,21.2,"Moderate-High",2.4
"060855035043","CA4310011",262,100,88333,18431,12.7,21.2,"High",2.7
"060855035044","CA4310011",161,100,94740,60297,3.9,21.2,"Low-Moderate",2.5
"060855035045","CA4310011",166,100,101474,37850,6.2,21.2,"Moderate-High",2.3
"060855035061","CA4310011",518,100,63750,31719,7.4,33.6,"Moderate-High",3.7
"060855035062","CA4310011",496,100,96029,38606,6.1,33.6,"Moderate-High",2.4
"060855035063","CA4310011",236,100,119706,72549,3.2,33.6,"Low-Moderate",2
"060855035071","CA4310011",275,100,121563,61091,3.8,26.5,"Low-Moderate",1.9
"060855035072","CA4310011",105,100,77750,52592,4.5,26.5,"Low-Moderate",3
"060855035081","CA4310011",923,100,90156,29673,7.9,30.9,"Moderate-High",2.6
"060855035082","CA4310011",418,100,101354,24349,9.6,30.9,"High",2.3
"060855035091","CA4310011",426,100,77738,57213,4.1,24.7,"Low-Moderate",3
"060855035092","CA4310011",192,100,122143,51876,4.5,24.7,"Low-Moderate",1.9
"060855035093","CA4310011",276,100,138824,63933,3.7,24.7,"Low-Moderate",1.7
"060855035101","CA4310011",674,100,62857,30275,7.8,31.9,"Moderate-High",3.7
"060855035102","CA4310011",306,100,93846,43847,5.3,31.9,"Moderate-High",2.5
"060855035103","CA4310011",406,100,121310,69102,3.4,31.9,"Low-Moderate",1.9
"060855035111","CA4310011",376,98.8,121667,52200,4.5,18.4,"Low",1.9
"060855035112","CA4310011",479,100,100750,56253,4.2,18.4,"Low",2.3
"060855036011","CA4310011",323,100,64750,29604,7.9,46.2,"High",3.6
"060855036012","CA4310011",579,100,69243,21717,10.8,46.2,"Very High",3.4
"060855036021","CA4310011",388,100,86250,44904,5.2,41.5,"High",2.7
"060855036022","CA4310011",739,100,54519,19895,11.8,41.5,"Very High",4.3
"060855036023","CA4310011",252,100,44423,21967,10.7,41.5,"Very High",5.3
"060855037031","CA4310011",223,100,84688,33005,7.1,36.5,"High",2.8
"060855037032","CA4310011",250,100,88500,50472,4.7,36.5,"High",2.6
"060855037033","CA4310011",453,100,50536,28462,8.2,36.5,"High",4.7
"060855037071","CA4310011",665,100,93702,59853,3.9,22.6,"Low-Moderate",2.5
"060855037072","CA4310011",485,100,102743,48958,4.8,22.6,"Moderate-High",2.3
"060855037073","CA4310011",274,100,80556,39785,5.9,22.6,"Moderate-High",2.9
"060855037081","CA4310011",583,100,82656,20897,11.2,34.8,"High",2.8
"060855037082","CA4310011",194,100,105278,56980,4.1,34.8,"Low-Moderate",2.2
"060855037091","CA4310011",1105,100,48750,15827,14.8,64.4,"Very High",4.8
